Language,Text
Afrikaans,1 Elkeen het verpligtinge teenoor die gemeenskap waar alleenlik die vrye en  volle ontwikkeling van sy persoonlikheid moontlik is  2 In die uitoefening van regte en vryhede sal elke mens slegs onderworpe  wees aan die wetlike beperkinge ingestel om deeglike erkenning en  respek vir die regte en vryhede van ander te verseker en om die redelike  vereistes na te kom vir sedelikheid openbare orde en die algemene  welsyn van  n demokratiese gemeenskap  3 Hierdie regte en vryhede mag in geen geval strydig met die doelwitte en  beginsels van die Verenigde Volke uitgeoefen word nie  Artikel
Azerbaijani,1  Hər bir insan elə bir cəmiyyət qarşısında məsuliyyət daşıyır ki onun şəxsiyyətinin  azad və tam inkişafı yalnız o cəmiyyətdə mümkündür    2  Hər bir insan öz hüquq və azadlıqlarını həyata keçirərkən yalnız o məhdudiyyətlərə  məruz qala bilər ki onlar müstəsna olaraq başqalarının hüquq və azadlıqlarının lazımı  qaydada tanınması və onlara hörmət edilməsinin təmin edilməsi və demokratik  cəmiyyətdə əxlaq qaydalarının ictimai asayişin və ümumi rifahın ədalətli rəhbərlərin  ödənilməsi naminə qanunla müəyyən edilmişdir    3  Bu hüquq və azadlıqların həyata keçirilməsi heç bir halda Birləşmiş Millətlər  Təşkilatının məqsəd və prinsiplərinə zidd olmamalıdır    Maddə
Belarusian,Kožny čałaviek maje abaviazki pierad gramadstvam u jakim tołʹki i magčyma svabodnaje i poŭnaje razviccio jago asoby Pry ažycciaŭlenni svaich pravoŭ i svabod kožny čałaviek pavinien spaznacʹ tołʹki takija abmiežavanni jakija ŭstanoŭleny zakonam vyklučna z metaj zabiespiačennia naležnaga pryznannia i pavagi pravoŭ i svabod drugich i zadavałʹniennia spraviadłivych patrabavanniaŭ marałi gramadskaga paradku i agułʹnaga dabrabytu ŭ demakratyčnym gramadstvie Ažycciaŭlennie getych pravoŭ i svabod ni ŭ jakim razie nie pavinna supiarečycʹ metam i pryncypam Arganizacyi Ab’jadnanych Nacyj Artykuł
Cantonese,tiu4 ㈠  jan4 jan4 deoi3 se5 wui2 fu6 jau5 ji6 mou6 jan1 wai4 zi2 jau5 hai2 se5 wui2 noi6 keoi5 ge3 go3 sing3 coi4 ho2 nang4 dak1 dou3 zi6 jau4 gim1 cung1 fan1 ge3 faat3 zin2 ㈡  jan4 jan4 zoi6 hang4 sai2 keoi5 ge3 kyun4 lei6 tung4 zi6 jau4 si4 zi2 sau6 faat3 leot6 so2 kok3 ding6 ge3 haan6 zai3 kok3 ding6 ne1 zung2 haan6 zai3 ge3 wai4 jat1 muk6 dik1 hai6 bou2 zing3 deoi3 pong4 jan4 ge3 kyun4 lei6 tung4 zi6 jau4 kap1 jyu5 jing3 jau5 ge3 sing4 jing6 tung4 zyun1 cung4 bing6 hoeng2 jat1 go3 man4 zyu2 ge3 se5 wui2 noi6 sik1 jing3 dou6 dak1 gung1 gung6 dit6 zeoi6 tung4 pou2 pin3 fuk1 lei6 ge3 zing3 dong1 seoi1 jiu3  ㈢  ne1 di1 kyun4 lei6 tung4 zi6 jau4 ge3 hang4 sai2 m4 leon6 hoeng2 jam6 ho4 cing4 jing4 haa6 kam2 di1 dou1 m4 hou2 wai4 bui3 lyun4 hap6 gwok3 ge3 zung1 zi2 tung4 maai4 jyun4 zak1 dai6
Catalan,1 Tota persona té deures envers la comunitat ja que només en aquesta li és possible el lliure i ple desenvolupament de la seva personalitat 2 En l exercici dels drets i les llibertats tothom estarà sotmès només a les limitacions establertes per la llei i únicament amb la finalitat d assegurar el reconeixement i el respecte deguts als drets i llibertats dels altres i de complir les justes exigències de la moral de l ordre públic i del benestar general en una societat democràtica 3 Aquests drets i llibertats mai no podran ser exercits en oposició als objectius i principis de les Nacions Unides Article
Cebuano,1 Ang matag usa adunay katungdanan ngadto sa katilingban diin kon mag  inusara ang gawasnon ug hingpit nga paglambo sa iyang pagkatawo  mahimo  2 Sa pagbansay sa iyang mga katungod ang matag usa mahimo lamang  nga mag agad sa limitasyon sama sa nga piho sa balaod bugtong alang  sa katuyoan sama sa gipasalig nga igo sa pag ila ug pagtahod sa mga  katungod ug mga kagawasan sa uban ug sa panagtagbo sa  manggiangayon nga kinahanglanon sa moralidad publiko nga kasugoan  ug ang kasagaran nga kauswagan sa demokratiko nga katilingban  3 Kining mga katungod ug kagawasan unta dili mahimong gamiton nga  supak sa mga katuyoan ug sumbanan sa Tinipong Kanasuran  Artikulo
Czech,1 Každý má povinnosti vůči společnosti v níz jediné může volně a plně  rozvinout svou osobnost   2 Každý je při výkonu svých práv a svobod podroben jen takovým  omezením která stanoví zákon výhradně za tím účelem aby bylo  zajištěno uznávání a zachovávání práv asvobod ostatních a vyhověno  spravedlivým pozadavkům morálky veřejného pořádku a obecného blaha  v demokratické společnosti   3 Výkon těchto práv a svobod nesmí být v žádném případě v rozporu s cíli a  zásadami Spojených národů   Článek
Danish,Enhver har pligter overfor samfundet der alene muliggør personlighedens frie og fulde udvikling Under udøvelsen af sine rettigheder og friheder er enhver kun underkastet de begrænsninger der er fastsat i loven alene med det formål at sikre skyldig anerkendelse af og hensyntagen til andres rettigheder og friheder og med det formål at opfylde de retfærdige krav som moralen den offentlige orden og det almene vel stiller i et demokratisk samfund Disse rettigheder og friheder må i intet tilfælde udøves i strid med De forenede Nationers formål og principper Artikel
Dutch,1 Een ieder heeft plichten jegens de gemeenschap zonder welke de vrije en volledige ontplooiing van zijn persoonlijkheid niet mogelijk is 2 In de uitoefening van zijn rechten en vrijheden zal een ieder slechts onderworpen zijn aan die beperkingen welke bij de wet zijn vastgesteld en wel uitsluitend ter verzekering van de onmisbare erkenning en eerbiediging van de rechten en vrijheden van anderen en om te voldoen aan de gerechtvaardigde eisen van de moraliteit de openbare orde en het algemeen welzijn in een democratische gemeenschap 3 Deze rechten en vrijheden mogen in geen geval worden uitgeoefend in strijd met de doeleinden en beginselen van de Verenigde Naties Artikel
English,1 Everyone has duties to the community in which alone the free and full  development of his personality is possible   2 In the exercise of his rights and freedoms everyone shall be subject only  to such limitations as are determined by law solely for the purpose of  securing due recognition and respect for the rights and freedoms of others  and of meeting the just requirements of morality public order and the  general welfare in a democratic society   3 These rights and freedoms may in no case be exercised contrary to the  purposes and principles of the United Nations   Article
