Language,Text
Afrikaans,1 Elkeen het die reg tot burgerskap      2 Niemand se burgerskap sal arbitrêr afgeneem word nie en niemand sal  van die reg ontneem word om afstand te doen van burgerskap nie  Artikel
Azerbaijani,1  Hər bir insan vətəndaşlıq hüququna malikdir    2  Heç kim öz vətəndaşlığından və öz vətəndaşlığını dəyişmək hüququndan məhrum  edilə bilməz         Maddə
Belarusian,Kožny čałaviek maje prava na gramadzianstva Nichto nie moža bycʹ samavołʹna pazbaŭleny svajgo gramadzianstva abo prava zmianicʹ svajo gramadzianstva Artykuł
Cantonese,tiu4 ㈠  jan4 jan4 kam2 di1 dou1 jau5 kyun4 hoeng2 jau5 gwok3 zik6  ㈡  jam6 ho4 jan4 ge3 gwok3 zik6 m4 hou2 jam6 ji3 mok1 dyut6 m4 hou2 fau2 jing6 keoi5 goi2 bin3 gwok3 zik6 ge3 kyun4 lei6   dai6
Catalan,1 Tota persona té dret a una nacionalitat 2 Ningú no serà privat arbitràriament de la seva nacionalitat ni del dret de canviar de nacionalitat Article
Cebuano,1 Ang matag usa adunay katungod sa pagkanasudnon  2 Walay bisan kinsa nga sa walay katarungan hukasan sa iyang  pagkanasudnon ni dili hatagan sa katungod sa pagbalhin sa iyang  pagkanasudnon  Artikulo
Czech,1 Každý má právo na státní příslušnost   2 Nikdo nesmí být svévolně zbaven své státní příslušnosti ani práva svou  státní příslušnost změnit   Článek
Danish,Enhver har ret til en nationalitet Ingen må vilkårligt berøves sin nationalitet eller nægtes ret til at skifte nationalitet Artikel
Dutch,1 Een ieder heeft het recht op een nationaliteit 2 Aan niemand mag willekeurig zijn nationaliteit worden ontnomen noch het recht worden ontzegd om van nationaliteit te veranderen Artikel
English,1 Everyone has the right to a nationality   2 No one shall be arbitrarily deprived of his nationality nor denied the right to  change his nationality   Article
Estonian,Igal inimesel on õigus kodakondusele Kelleltki ei saa tema kodakondsust või kodakondsuse muutmise õigust meelevaldselt ära võtta Artikkel
