Language,Text
Afrikaans,Elkeen het die reg tot lewe vryheid en sekuriteit van persoon  Artikel
Azerbaijani,Hər bir insan yaşamaq azadlıq və şəxsi   toxunulmazlıq hüququna malikdir      Maddə
Belarusian,Kožny čałavieka maje prava na žyccio na svabodu i na asabistuju niedatykałʹnascʹ  Artykuł
Cantonese,tiu4 jan4 jan4 jau5 kyun4 hoeng2 jau5 saang1 ming6 zi6 jau4 tung4 maai4 jan4 san1 ngon1 cyun4   dai6
Catalan,Tota persona té dret a la vida a la llibertat i a la seva seguretat Article
Cebuano,Ang matag usa adunay katungod sa kinabuhi kaugalingnan ug seguridad sa  pagkatawo  Artikulo
Czech,Každý má právo na život svobodu a osobní bezpečnost   Článek
Danish,Enhver har ret til liv frihed og personlig sikkerhed  Artikel
Dutch,Een ieder heeft het recht op leven vrijheid en onschendbaarheid van zijn persoon Artikel
English,Everyone has the right to life liberty and the security of person   Article
Estonian,Igal inimesel on õigus elule vabadusele ja isikupuutumatusele  Artikkel
Finnish,artikla  3 artikla  3 artikla  3 artikla      Kullakin yksilöllä on oikeus elämään vapauteen ja henkilökohtaiseen  turvallisuuteen
French,Tout individu a droit à la vie à la liberté et à la sûreté de sa personne   Article
Frisian,Elk hat rjocht op libben frijheid en ûnskeinberens fan syn persoan  Kêst
Galician,Todo individuo ten dereito á vida á liberdade e á seguridade da súa persoa  Artigo
German,Jeder hat das Recht auf Leben Freiheit und Sicherheit der Person  Artikel
Hawaiian,Ua noa i nā kānaka apau ke ola ka mōhalu a me ka maluhia  Paukū
Hungarian,cikk   Minden személynek joga van az élethez a szabadsághoz és a személyi biztonsághoz
Icelandic,grein Allir menn eiga rétt til lífs frelsis og mannhelgi
Igbo,Onye o̟ bu̟la nwere ikike inwe ndu̟ ohere na nchedo nke onwe ya  Nkeji edemede
Ilocano,Iti tunggal meysa adda kalinteganna ti biag nga agwayawaya ken kinatalged nga  kas tao  Artikulo
Indonesian,Setiap orang berhak atas penghidupan kebebasan dan keselamatan individu   Pasal
Irish,Tá ag gach neach an ceart chun na beatha chun saoirse agus chun slándála dá  phearsan     Airteagal
Italian,Ogni individuo ha diritto alla vita alla libertà ed alla sicurezza della propria  persona    Articolo
Javanese,Saben uwong nduweni hak ingatasing uripe bebasing uripe lan kaslametane  minongko pribadi (individu)  BAB
Kazakh,bap Ѕr adam љmir sџrwge bostandıќta bolwѓa jѕne onıњ jeke basına ќol sђѓılmawına ќђќılı
Kyrgyz,statʼja  Ar bir adam caşooğo erkindikke cana ceke qol tijbestikke uquqtuu
Latvian,pants Ikvienam ir tiesìbas uz dzìvìbu brìvìbu un personas neaizskaramìbu
Lithuanian,straipsnis Kiekvienas žmogus turi teisę į gyvybę laisvę ir asmens neliečiamybę
Malagasy,Manana zo hiaina ho afaka hahazo fiarovana ny olona tsirairay  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada nyawa kebebasan dan keselamatan diri       Perkara
Mandarin,tiáo rén rén yǒu quán xiǎng yǒu shēng mìng  zì yóu hé rén shēn ān quán  dì
Maori,Tuatoru E whai tika ana ia tangata ki te ora ki te noho herekore ki te haumarutanga o te tinana Rārangi
Nigerian Pidgin,Evri bodi get right to live de free and safe  ARTICLE
Norwegian,Enhver har rett til liv frihet og personlig sikkerhet   Artikkel
Occitan,Tot individu a drech a la vida a la libertat e a la seguretat de sa persona  Article
Polish,Każdy człowiek ma prawo do życia wolności i bezpieczeństwa swej osoby  Artykuł
Portuguese,Todo indivíduo tem direito à vida à liberdade e à segurança pessoal     Artigo
Romanian,Orice fiinţă umană are dreptul la viaţă la libertate şi la securitatea persoanei  sale  Articolul
Russian,Každyj čelovek imeet pravo na žiznʹ na svobodu i na ličnuju neprikosnovennostʹ  Statʹja
Samoan,O tagata uma taitoatasi e i ai lana aia tatau e soifua ma ola ai o lona saolotoga faapea lona malu  puipuia  Mataupu
Scots,Awbody hes the richt tae life liberty and security o person    Airticle
Serbian,Svako ima pravo na život slobodu i bezbednost ličnosti  Član
Spanish,Todo individuo tiene derecho a la vida a la libertad y a la seguridad de su  persona       Artículo
Swahili,Kila mtu ana haki ya kuishi haki ya uhuru na haki ya kulindwa nafsi yake   Kifungu cha
Swedish,Var och en har rätt till liv frihet och personlig säkerhet    Artikel
Tagalog,Ang bawat tao y may karapatan sa buhay kalayaan at kapanatagan ng sarili   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata tupu ato'a i te ora i te ti'amāra'a e i te orara'a pano'ono'o 'ore  'IRAVA
Tongan,Muntu oonse ulaangulukide kubukkale bwabuumi lwaanguluko alimwi  akukwabililwa   Kapango
Turkish,Yaşamak hürriyet ve kişi emniyeti her ferdin hakkıdır   Madde
Turkmen,Her bir adam ýaşaýyşa azatlyga we şahsy eldegrilmezlige haklydyr Madda
Ukrainian,Kožna ljudyna maje pravo na žyttja na svobodu i na osobystu nedotorkannistʹ  Stattja
Uzbek,modda  Har bir inson ayshash erkinlik va shaxsiye dahlsizlik huquqiga egadir
Venda,Muthu muṅwe na muṅwe u na pfanelo ya vhutshilo mbofholowo na tsireledzo yawe sa  muthu    Tshiteṅwa
Welsh,Y mae gan bawb hawl i fywyd rhyddid a diogelwch  Erthygl
Xhosa,Wonke umntu unelungelo lokuphila inkululeko kunye nokhuseleko   Inqaku lesi
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ láti wà láàyè è̟tó̟ sí òmìnira àti è̟tó̟ sí ààbò ara rè̟  Abala
Zulu,Wonke umuntu unelungelo lempilo lenkululeko nelokuphepha   Isigaba
