Language,Text
Afrikaans,Elkeen het in volle gelykheid die reg tot  n regverdige en openbare verhoor deur   n onafhanklike en objektiewe tribunaal in die bepaling van sy regte en  verpligtinge en die ondersoek van enige kriminele saak teen hom  Artikel
Azerbaijani,Hər bir insan öz hüquq və vəzifələrini müəyyənləşdirmək üçün və ona qarşı qaldırılan  cinayət ittihamının əsaslandırılmış olub olmamasını aydınlaşdırmaq üçün ona qarşı  qaldırılan işə müstəqil və qərəzsiz məhkəmə tərəfindən tam bərabərlik əsasında açıq və  ədalətin bütün tələblərinə riayət olunmaqla baxılmasını tələb etmək hüququna malikdir      Maddə
Belarusian,Kožny čałaviek dla vyznačennia jago pravoŭ i abaviazkaŭ i dla ŭstanaŭlennia abgruntavanasci prad’jaŭlenaga jamu kryminałʹnaga abvinavačannia maje prava na padstavie poŭnaj roŭnasci na toje kab jago sprava była razgledžana pubłična i z zachavanniem usich patrabavanniaŭ spraviadłivasci niezaležnym i niepraduziatym sudom  Artykuł
Cantonese,tiu4 jan4 jan4 kam2 di1 dou1 jau5 kyun4 bei2 jat1 go3 duk6 lap6 ji4 mou5 pin1 ji2 ge3 faat3 ting4 zeon3 hang4 gung1 zing3 ge3 tung4 maai4 gung1 hoi1 ge3 sam2 seon3 ji5 kok3 ding6 keoi5 ge3 kyun4 lei6 tung4 maai4 ji6 mou6 bing6 pun3 ding6 deoi3 keoi5 tai4 ceot1 ge3 jam6 ho4 jing4 si6 zi2 hung3   dai6
Catalan,Tota persona té dret en condicions de plena igualtat a ser escoltada públicament i amb justícia per un tribunal independent i imparcial per a la determinacio dels seus drets i obligacions o per a l examen de qualsevol acusació contra ella en matèria penal Article
Cebuano,Ang tanan may katungod sa hingpit nga pagkaparehas sa usa ka maangayon ug  publikong husay sa usa ka gawasnon ug hukmanan nga walay gidapigan diha sa      paghukom sa iyang mga katungod ug mga katungdanan ug bisan unsang  kriminal nga sumbong batok kaniya  Artikulo
Czech,Každý má úplně stejné právo aby byl spravedlivě a veřejně vyslechnut  nezávislým a nestranným soudem který rozhoduje buď o jeho právech a  povinnostech nebo o jakémkoli trestním obvinění vzneseném proti němu   Článek
Danish,Enhver har under fuld ligeberettigelse krav på en retfærdig og offentlig behandling ved en uafhængig og upartisk domstol når der skal træffes en afgørelse med hensyn til hans rettigheder og forpligtelser og med hensyn til en hvilken som helst mod ham rettet strafferetslig anklage  Artikel
Dutch,Een ieder heeft in volle gelijkheid recht op een eerlijke en openbare behandeling van zijn zaak door een onafhankelijke en onpartijdige rechterlijke instantie bij het vaststellen van zijn rechten en verplichtingen en bij het bepalen van de gegrondheid van een tegen hem ingestelde strafvervolging Artikel
English,Everyone is entitled in full equality to a fair and public hearing by an independent  and impartial tribunal in the determination of his rights and obligations and of any  criminal charge against him   Article
Estonian,Igal inimesel on tema õiguste ja kohustuste määratlemiseks ja temale esitatud kriminaalsüüdistuste põhjendatuse kindlakstegemiseks täieliku võrdsuse alusel õigus sellele et tema asi vaadataks avalikult ja kõiki õigluse nõudeid järgides läbi sõltumatu ja erapooletu kohtu poolt  Artikkel
Finnish,artikla  10 artikla  10 artikla  10 artikla      Jokaisella on täysin tasa arvoisesti oikeus siihen että häntä oikeudenmukaisesti  ja julkisesti kuullaan riippumattomassa ja puolueettomassa tuomioistuimessa  hänen oikeuksiaan ja velvollisuuksiaan määrättäessä tai häntä vastaan nostettua  rikossyytettä selvitettäessä
French,Toute personne a droit en pleine égalité à ce que sa cause soit entendue  équitablement et publiquement par un tribunal indépendant et impartial qui décidera soit de ses droits et obligations soit du bien fondé de toute accusation en matière  pénale dirigée contre elle   Article
Frisian,Elk foar oar hat rjocht op in earlike en iepenbiere behanling fan syn saak troch in ûnôfhinklike en ûnpartidige rjochtlike ynstânsje by it fêststellen fan syn rjochten en ferplichtings en by it bepalen fan it grûndearre wêzen fan in tsjin him ynstelde strafferfolging  Kêst
Galician,Toda persoa ten dereito en condicións de plena igualdade a ser oída publicamente e con xustiza por un tribunal independente e imparcial para determinar os seus dereitos e obrigas ou para o exame de calquera acusación contra ela en materia penal  Artigo
German,Jeder hat bei der Feststellung seiner Rechte und Pflichten sowie bei einer gegen ihn  erhobenen strafrechtlichen Beschuldigung in voller Gleichheit Anspruch auf ein  gerechtes und öffentliches Verfahren vor einem unabhängigen und unparteiischen  Gericht  Artikel
Hawaiian,Ua noa i nā kānaka apau e ho’okolokolo pono ‘ia i mua o ka lehulehu e ka ‘aha lunakānāwai kū’oko’a a kaulike ho’i no ka ho’oholo ‘ana i ka pono kīvila a me ke kuleana a me nā mea i ho’opi’i ‘ia iā ia  Paukū
Hungarian,cikk   Minden személynek teljesen egyenlő joga van arra hogy ügyét független és pártatlan  bíróság méltányosan és nyilvánosan tárgyalja s ez határozzon  egyrészt jogai és  kőtelezettségei felől másrészt minden ellene emelt bűnügyi vád megalapozottsága felől
Icelandic,grein Nú leikur vafi á um réttindi þegns og skyldur eða hann er borinn sökum um glæpsamlegt athæfi og skal hann þá njóta fulls jafnréttis við aðra menn um réttláta opinbera rannsókn fÞrir óháðum og óhlutdrægum dómstóli
