Language,Text
Afrikaans,Alle menslike wesens word vry met gelyke waardigheid en regte gebore Hulle  het rede en gewete en behoort in die gees van broederskap teenoor mekaar op  te tree  Artikel
Azerbaijani,Bütün insanlar öz ləyaqətləri və hüquqları etibarilə azad və bərabər doğulurlar Onlara  ağıl və vicdan bəxş edilib və onlar bir birinə münasibətdə qardaşlıq ruhunda  davranmalıdırlar    Maddə
Belarusian,Usie ludzi naradžajucca svabodnymi i roŭnymi ŭ svajoj godnasci i pravach Jany nadzieleny rozumam i sumlenniem i pavinny stavicca adzin da adnago ŭ duchu bractva  Artykuł
Cantonese,tiu4 jan4 jan4 saang1 ji4 ping4 dang2 hai2 zyun1 jim4 tung4 maai4 kyun4 lei6 soeng5 jat1 leot6 ping4 dang2 keoi5 dei2 jau5 lei5 sing3 tung4 maai4 loeng4 sam1 ji4 ce2 jing3 dong1 ji5 hing1 dai6 gwaan1 hai6 ge3 zing1 san4 soeng1 deoi3 doi6   dai6
Catalan,Tots els éssers humans neixen lliures i iguals en dignitat i en drets Són dotats de raó i de consciència i han de comportar se fraternalment els uns amb els altres Article
Cebuano,Ang tanang katawhan gipakatawo nga may kagawasan ug managsama sa  kabililhon Sila gigasahan sa salabutan ug tanlag og mag ilhanay isip  managsoon sa usa g usa diha sa diwa sa ospiritu  Artikulo
Czech,Všichni lidé rodí se svobodní a sobě rovní co do důstojnosti a práv Jsou nadáni  rozumem a svědomím a mají spolu jednat v duchu bratrství   Článek
Danish,Alle mennesker er født frie og lige i værdighed og rettigheder De er udstyret med fornuft og samvittighed og de bør handle mod hverandre i en broderskabets ånd  Artikel
Dutch,Alle mensen worden vrij en gelijk in waardigheid en rechten geboren Zij zijn begiftigd met verstand en geweten en behoren zich jegens elkander in een geest van broederschap te gedragen Artikel
English,All human beings are born free and equal in dignity and rights They are  endowed with reason and conscience and should act towards one another in a  spirit of brotherhood   Article
Estonian,Kõik inimesed sünnivad vabadena ja võrdsetena oma väärikuselt ja õigustelt Neile on antud mõistus ja südametunnistus ja nende suhtumist üksteisesse peab kandma vendluse vaim  Artikkel
Finnish,artikla   1 artikla   1 artikla   1 artikla             Kaikki ihmiset syntyvät vapaina ja tasavertaisina arvoltaan ja oikeuksiltaan Heille  on annettu järki ja omatunto ja heidän on toimittava toisiaan kohtaan veljeyden  hengessä
French,Tous les êtres humains naissent libres et égaux en dignité et en droits Ils sont  doués de raison et de conscience et doivent agir les uns envers les autres dans un  esprit de fraternité   Article
Frisian,Alle minsken wurde frij en gelyk yn weardigens en rjochten berne Hja hawwe ferstân en gewisse meikrigen en hearre har foar inoar oer yn in geast fan bruorskip te hâlden en te dragen  Kêst
Galician,Tódolos seres humanos nacen libres e iguais en dignidade e dereitos e dotados como están de razón e conciencia díbense comportar fraternalmente uns cos outros  Artigo
German,Alle Menschen sind frei und gleich an Würde und Rechten geboren Sie sind mit  Vernunft und Gewissen begabt und sollen einander im Geiste der Brüderlichkeit  begegnen  Artikel
Hawaiian,Hānau kū’oko’a ‘ia nā kānaka apau loa a ua kau like ka hanohano a me nā pono kīvila ma luna o kākou pākahi Ua ku’u mai ka no’ono’o pono a me ka ‘ike pono ma luna o kākou no laila e aloha kākou kekahi i kekahi  Paukū
Hungarian,cikk   Minden emberi lény szabadon születik és egyenlő méltósága és joga van Az emberek  ésszel és lelkiismerettel bírván egymással szemben testvéri szellemben kell hogy  viseltessenek
Igbo,A mu̟ru̟ mmadu̟ nile n ohere nakwa nha anya ugwu na ikike E nyere ha uche na mmu̟o̟ ime ihe ziri ezi nke na ha kwesiri i̟kpaso ibe ha agwa n obi nwanne na nwanne  Nkeji edemede
Ilocano,Amin nga tao nga sibibiag ket naiyanak a siwawayawaya ken addaan iti  agpapada nga dayaw ken kalintegan Naikkanda ti panagikalintegan ken  konsensya a nasken ti panagtitinnulong iti meysa ken meysa iti espiritu nga  nainkak absatan  Artikulo
Indonesian,Semua orang dilahirkan merdeka dan mempunyai martabat dan hak hak yang  sama Mereka dikaruniai akal dan hati nurani dan hendaknya bergaul satu sama  lain dalam semangat persaudaraan   Pasal
Irish,Saoláitear gach duine den chine daonna saor agus comhionann i ndínit agus i  gcearta Tá bua an réasúin agus an choinsiasa acu agus ba cheart dóibh  gníomhú i dtreo a chéile i spiorad an bhráithreachais     Airteagal
Italian,Tutti gli esseri umani nascono liberi ed eguali in dignità e diritti Essi sono  dotati di ragione e di coscienza e devono agire gli uni verso gli altri in spirito di  fratellanza    Articolo
Javanese,Saben uwong kalairake kanthi mardika lan darbe martabat lan hak hak kang  padha Kabeh pinaringan akal lan kalbu sarta kaajab pasrawungan anggone  memitran siji lan sijine kanthi jiwo sumadulur  BAB
Kyrgyz,statʼja  Bardyq adamdar öz bedelinde cana uquqtarynda erkin cana teñ uquqtuu  bolup caralat Alardyn añ sezimi menen awijiri bar cana biri birine  bir tuuğandyq mamile qyluuğa tijiş
Malagasy,Teraka afaka sy mitovy zo sy fahamendrehana ny olombelona rehetra Samy manan tsaina sy fieritreretana ka tokony hifampitondra am  pirahalahiana  ANDININY FAHA
Malay,Semua manusia dilahirkan bebas dan samarata dari segi kemuliaan dan hak  hak Mereka mempunyai pemikiran dan perasaan hati dan hendaklah bertindak  di antara satu sama lain dengan semangat persaudaraan   Perkara
Mandarin,tiáo rén rén shēng ér zì yóu  zài zūn yán hé quán lì shàng yī l锟斤拷 píng děng  tā mén fù yǒu lǐ xìng hé liáng xīn  bìng yīng yǐ xiōng dì guān xì de jīng shén xiāng duì dài  dì
Maori,Tuatahi I te whānautanga mai o te tangata kāhore ōna here e ōrite ana tōna mana me ōna tika ki te katoa Ka whakatōkia ki roto i te tangata he wairua he hinengaro hoki ā me mahi tahi ia ki ngā tāngata o te ao i runga i te āhua o te tuakana me te teina Rārangi
Nigerian Pidgin,Evri bodi  get  all di rights and fridom  for dis mata witout anitin like race colour sex and languej  politika or orda opinion nashunal or soshia origin proparti birth or oda status  ARTICLE
Norwegian,Alle mennesker er født frie og med samme menneskeverd og  menneskerettigheter De er utstyrt med fornuft og samvittighet og bør handle mot  hverandre i brorskapets ånd   Artikkel
Occitan,Totes los èssers umans naisson liures e egals en dignitat e en dreches Son dotats de rason e de consciéncia e se devon comportar los unes amb los autres dins un esperit de fraternitat  Article
Polish,Wszyscy ludzie rodzą się wolni i równi pod względem swej godności i swych praw Są oni obdarzeni rozumem i sumieniem i powinni postępować wobec innych w duchu braterstwa  Artykuł
Portuguese,Todos os seres humanos nascem livres e iguais em dignidade e em direitos Dotados de razão e de  consciência devem agir uns para com os outros em espírito de fraternidade     Artigo
Romanian,Toate fiinţele umane se nasc libere şi egale în demnitate şi în drepturi Ele  înzestraţe cu raţiune şi conştiinţă şi trebuie să se comporte unii faţă de altele în  spiritul fraternităţii  Articolul
Russian,Vse ljudi roždajutsja svobodnymi i ravnymi v svoem dostoinstve i pravah Oni nadeleny razumom i sovestʹju i dolžny postupatʹ v otnošenii drug druga v duhe bratstva  Statʹja
Samoan,O tagata soifua uma ua saoloto lo latou fananau mai ma e tutusa o latou tulaga aloaia faapea a latou  aia tatau Ua faaeeina atu i a latou le mafaufau lelei ma le loto fuatiaifo ma e tatau ona faatino le agaga  faauso i le va o le tasi i le isi  Mataupu
Scots,Aw human sowels is born free and equal in dignity and richts They are tochered wi  mense and conscience and shuld guide theirsels ane til ither in a speirit o britherheid    Airticle
Serbian,Sva ljudska bića radjaju se slobodna i jednaka u dostojanstvu i pravima Ona su  obdarena razumom i svešću i treba jedni prema drugima da postupaju u duhu  bratstva  Član
Spanish,Todos los seres humanos nacen libres e iguales en dignidad y derechos y  dotados como están de razón y conciencia deben comportarse fraternalmente  los unos con los otros   Artículo
Swahili,Watu wote wamezaliwa huru hadhi na haki zao ni sawa Wote wamejaliwa akili  na dhamiri hivyo yapasa watendeane kindugu   Kifungu cha
Swedish,Alla människor är födda fria och lika i värde och rättigheter De har utrustats med förnuft och samvete och  bör handla gentemot varandra i en anda av gemenskap    Artikel
Tagalog,Ang lahat ng tao y isinilang na malaya at pantay pantay sa karangalan at mga  karapatan Sila y pinagkalooban ng katwiran at budhi at dapat magpalagayan  ang isa t isa sa diwa ng pagkakapatiran   Artikulo
Tahitian,E fanauhia te tā'āto'ara'a o te ta'ata tupu ma te ti'amā e te ti'amanara'a 'aifaito Ua 'ī te mana'o pa'ari e i te manava e ma te 'a'au taea'e 'oia ta ratou ha'a i rotopū ia ratou iho e ti'a ai  'IRAVA
Tongan,Bantu boonse balazyalwa kabaangulukide alimwi kabeelene alimwi  akwaanguluka kucita zyobayanda Balazyalwa amaanu akuyeeya aakusala  alimwi beelede kulanga bambi mbuli banabokwabo  Kapango
Turkish,Bütün insanlar hür haysiyet ve haklar bakımından eşit doğarlar Akıl ve vicdana  sahiptirler ve birbirlerine karşı kardeşlik zihniyeti ile hareket etmelidirler   Madde
Turkmen,Adamlaryň hemmesi azat dogulýarlar we öz mertebesi hem de hukuklary    boýunça ilkibaşdan deňdirler Olara ozal başdan aň ynsap berlendir we biri     birine özara doganlyk ruhunda çemeleşmek olaryň ýaraşygydyr   Madda
Ukrainian,Vsi ljudy narodžujutʹsja vilʹnymy i rivnymy u svojij hidnosti ta pravax Vony nadileni rozumom i sovistju i povynni dijaty u vidnošenni odyn do odnoho v dusi braterstva  Stattja
Uzbek,modda  Barcha odamlar erkin qadr qimmat ba huquqlarda tang bo'lib tug'iladilar Ular aql  va vijdon sohibidilar va bir birla iga birodarlarcha muomala qilishlari zarur
Venda,Vhathu vhoṱhe vha bebwa vhe na mbofholowo nahone vha tshi lingana siani ḽa tshirunzi  na pfanelo Vhathu vhoṱhe vho ṋewa mihumbulo na mvalo ngauralo vha tea u konou  farana sa vhathu vhathihi    Tshiteṅwa
Welsh,Genir pawb yn rhydd ac yn gydradd â'i gilydd mewn urddas a hawliau Fe'u  cynysgaeddir â rheswm a chydwybod a dylai pawb ymddwyn y naill at y llall  mewn ysbryd cymodlon  Erthygl
Xhosa,Bonke abantu bazalwa bekhululekile belingana ngesidima nangokweemfanelo  Bonke abantu banesiphiwo sesazela nesizathu sokwenza isenzo ongathanda  ukuba senziwe kumzalwane wakho   Inqaku lesi
Yoruba,Gbogbo ènìyàn ni a bí ní òmìnira iyì àti è̟tó̟ kò̟ò̟kan sì dó̟gba Wó̟n ní è̟bùn ti làákàyè àti ti è̟rí o̟kàn ó sì ye̟ kí wo̟n ó máa hùwà sí ara wo̟n gé̟gé̟ bí o̟mo̟ ìyá  Abala
Zulu,Bonke abantu bazalwa bekhululekile belingana ngesithunzi nangamalungelo  Bahlanganiswe wumcabango nangunembeza futhi kufanele baphathane  ngomoya wobunye   Isigaba
