Language,Text
Afrikaans,Almal is gelyk voor die reg en het die reg tot gelyke beskerming van die wet  Almal het die reg tot gelyke beskerming teen enige diskriminasie ter skending  van hierdie Verklaring en teen enige aanmoediging tot sulke diskriminasie  Artikel
Azerbaijani,Bütün insanlar qanun qarşısında bərabərdirlər və heç bir fərq qoyulmadan qanun  tərəfindən bərabər müdafiə olunmaq hüququna malikdirlər Bütün insanlar hazırkı  Bəyannaməni pozan istənilən ayrı seçkilik aktından və belə bir ayrı seçkiliyə hər cür  təhrikdən müdafiə olunmaqda bərabər hüquqlara malikdirlər       Maddə
Belarusian,Usie ludzi roŭnyja pierad zakonam i majucʹ prava biez usiakaga adrozniennia na roŭnuju abaronu zakonu Usie ludzi majucʹ prava na roŭnuju achovu ad jakoj by tam ni było dyskryminacyi što parušaje getu Dekłaracyju i ad jakoga b tam ni było padbuchtorvannia da takoj dyskryminacyi  Artykuł
Cantonese,tiu4 faat3 leot6 ge3 cin4 jan4 jan4 ping4 dang2 bing6 jau5 kyun4 hoeng2 sau6 faat3 leot6 ge3 ping4 dang2 bou2 wu6 m4 sau6 jam6 ho4 kei4 si6 jan4 jan4 jau5 kyun4 hoeng2 sau6 ping4 dang2 bou2 wu6 ji5 min5 sau6 wai4 faan2 bun2 syun1 jin4 ge3 jam6 ho4 kei4 si6 hang4 wai4 tung4 maai4 sin3 dung6 ne1 zung2 kei4 si6 ge3 jam6 ho4 hang4 wai4 ge3 hoi6 dai6
Catalan,Tots són iguals davant la llei i tenen dret sense cap distinció a igual protecció per la llei Tots tenen dret a igual protecció contra qualsevol discriminació que violi aquesta Declaració i contra qualsevol incitació a una tal discriminació Article
Cebuano,Ang tanan managsama atubangan sa balaod ug may katungod sa walay  pagpihig sa managsamang panalipod sa balaod Ang tanan adunay katungod sa  managsamang panalipod batok sa bisan unsang pagpihig nga makapalas niining  Deklarasyon ug batok sa bisan unsang hinungdan sa maong pagpihig  Artikulo
Czech,Všichni jsou si před zákonem rovni a mají právo na stejnou ochranu zákona bez  jakéhokoli rozlišování Všichni mají právo na stejnou ochranu proti jakékoli  diskriminaci která porušuje tuto deklaraci a proti každému podněcování k  takové diskriminaci   Článek
Danish,Alle er lige for loven og har uden forskelsbehandling af nogen art lige ret til lovens beskyttelse Alle har ret til lige beskyttelse mod enhver forskelsbehandling i strid mod denne erklæring og mod enhver tilskyndelse til en sådan forskelsbehandling  Artikel
Dutch,Allen zijn gelijk voor de wet en hebben zonder onderscheid aanspraak op gelijke bescherming door de wet Allen hebben aanspraak op gelijke bescherming tegen iedere achterstelling in strijd met deze Verklaring en tegen iedere ophitsing tot een dergelijke achterstelling Artikel
English,All are equal before the law and are entitled without any discrimination to equal  protection of the law All are entitled to equal protection against any  discrimination in violation of this Declaration and against any incitement to such  discrimination   Article
Estonian,Kõik inimesed on seaduse ees võrdsed ja neil on ilma igasuguse vahetegemiseta õigus seaduse võrdsele kaitsele Kõigil inimestel on õigus olla võrdselt kaitstud ükskõik missuguse diskrimineerimise eest mis on vastuolus käesoleva deklaratsiooniga ja sellisele diskrimineerimisele kihutamise eest  Artikkel
Finnish,artikla  7 artikla  7 artikla  7 artikla      Kaikki ovat tasavertaisia lain edessä ja oikeutetut erotuksetta yhtäläiseen lain  suojaan Kaikilla on oikeus tasavertaiseen suojaan tätä julistusta loukkaavaa  syrjintää vastaan sekä kaikkea sellaiseen syrjintään tähtäävää yllytystä vastaan
French,Tous sont égaux devant la loi et ont droit sans distinction à une égale protection de  la loi Tous ont droit à une protection égale contre toute discrimination qui violerait la  présente Déclaration et contre toute provocation à une telle discrimination   Article
Frisian,Elkenien is gelyk foar de wet en hat sûnder ûnderskied oanspraak op gelikense beskerming troch de wet Elk hat rjocht op gelikense beskerming tsjin elke efterstelling yn striid mei dizze Ferklearring en tsjin elke oantrún ta sa'n efterstelling  Kêst
Galician,Todos son iguais perante a lei e teñen sen distincin dereito á igual protección da lei Todos teñen dereito á igual protección contra todo acto discriminatorio que infrinxa esta Declaración e contra toda provocación a tal acto  Artigo
German,Alle Menschen sind vor dem Gesetz gleich und haben ohne Unterschied Anspruch auf  gleichen Schutz durch das Gesetz Alle haben Anspruch auf gleichen Schutz gegen  jede Diskriminierung die gegen diese Erklärung verstößt und gegen jede Aufhetzung  zu einer derartigen Diskriminierung  Artikel
Hawaiian,Ua kau like ke kānāwai ma luna o nā kānaka apau a e palekana ‘ia e ke kānāwai me ka ho’okae ‘ole Ua palekana ‘ia nā kānaka i ka ho’okae ‘ole ‘ia i pāpā ‘ia e kēia Hō’ike a ua palekana ‘ia ho’i i ka mea e hō’eu’eu ana i ka ho’okae  Paukū
Hungarian,cikk   A törvény előtt mindenki egyenlő és minden megkülönböztetés nélkül joga van a törvény  egyenlő védelméhez Mindenkinek joga van egyenlő védelemhez a jelen Nyilatkozatot sértő  minden megkülönböztetéssel és minden ilyen megkülönböztetésre irányuló felbujtással  szemben
Icelandic,grein Allir menn skulu jafnir fyrir lögunum og eiga rétt á jafnri vernd þeirra án manngreinarálits Ber öllum mönnum réttur til verndar gegn hvers konar misrétti sem í bága brýtur við yfirlýsingu þessa svo og gagnvart hvers konar áróðri til þess að skapa slíkt misrétti
Igbo,Madu̟ nile ha otu n usoro iwu tozukwa oke n enweghi i̟̟kpa oke o̟ bu̟la inweta nchedo nha anya n usoro iwu Madu̟ nile tozukwara oke nchedo nha anya megide u̟di̟ i̟kpa oke o̟ bu̟la mebiri Nkwuwapu̟ta nke a ma megidekwa ikwanye mmadu̟ o̟ bu̟la n u̟di̟̟ ikpa oke a  Nkeji edemede
Ilocano,Agpapada dagiti amin iti sangnguanan ti linteg ken awan iti siasinoman a  maidaddaduma agpapada nga salkniban ti linteg Maikari dagiti amin nga  agpapada a masalkniban nga maibusor iti aniaman a panangidaddaduma ken  ilalabsing iti daytoy nga Pakdaar a maibusor iti aniaman nga panakagar gari iti  kasta nga panangidaddaduma  Artikulo
Indonesian,Semua orang sama di depan hukum dan berhak atas perlindungan hukum yang  sama tanpa diskriminasi Semua berhak atas perlindungan yang sama terhadap  setiap bentuk diskriminasi yang bertentangan dengan Pernyataan ini dan  terhadap segala hasutan yang mengarah pada diskriminasi semacam itu   Pasal
Irish,Is comhionann gach duine os comhair an dlí agus tá siad i dteideal choimirce  chomhionann an dlí gan idirdhealú ar bith    Tá cách i dteideal coimirce  comhionann i gcoinne idirdhealú ar bith a sháraíonn an Dearbhú seo agus atá i  gcoinne gríosaithe ar bith chun idirdhealú dá leithéid    Airteagal
Italian,Tutti sono eguali dinanzi alla legge e hanno diritto senza alcuna  discriminazione ad una eguale tutela da parte della legge Tutti hanno diritto  ad una eguale tutela contro ogni discriminazione che violi la presente  Dichiarazione come contro qualsiasi incitamento a tale discriminazione    Articolo
Javanese,Ngadepi hukum kabeh duwe hak padha lan darbe hak oleh pengayoman  angger angger sing padha tanpo dibedak bedakake Kabeh duwe hak  ingayoman sing padha marang tumindak mbedak mbedakake (diskriminasi)  kang ora cundhuk (cocok) karo Pranyatan iki lan marang sawernaning pamilut  (ngojok ojoki) sing tumuju marang tumindak diskriminasi kasebut  BAB
Kazakh,bap Zaњ aldında jђrttıњ bѕri teњ jѕne de zaњ arќılı alalanbay birdey teњ ќorѓalwѓa ќђќılı Barlıќ adam osı Deklaracïyanıњ erejelerin bђzatın kemsitwden jѕne kemsitwge arandatwşılıќtıњ barlıќ tџrinen teњ ќorѓalwѓa ќђќılı
Kyrgyz,statʼja  Bardyq adamdar myjzam aldynda teñ cana eç qandaj ajyrmaloosuz myjzam  tarawynan birdej qorğoluuğa uquqtuu Bardyq adamdar uşul Deklarasijany  buzğan  diskriminasijaloonun  bardyq  türlörünön  cana  myndaj  diskriminasijalooğo çaqyrğan bardyq tuquruulardan birdej qorğoluuğa  uquqtuu
Latvian,pants Visi ir vienlìdzìgi likuma priekøâ un viðiem ir tiesìbas bez jebkâdas diskriminâcijas uz vienâdu likuma aizsardzìbu Visiem ir tiesìbas uz vienâdu aizsardzìbu pret jebkâdu diskriminâciju pârkâpjot øo Deklarâciju un pret jebkuru kúdìøanu uz tâdu diskriminâciju
Lithuanian,straipsnis Visi lygūs prieš įstatymą ir turi teisę be jokio skirtumo į lygią įstatymo aspaugą Visi turi teisę į lygią apsaugą nuo visokios diskriminacijos pažeidžianėios šią Deklaraciją ir nuo visokio kurstymo tokiai diskriminacijai
Malagasy,Mitovy ny olon drehetra eo anatrehan ny lalna ary samy manan jo ho arovan izany lalna izany indrindra manoloana izay mety ho fanavakavahana na fihantsiana manana endrika fanavakavahana ka mety hanitsakitsaka ity Fanambarana ity  ANDININY FAHA
Malay,Semua orang adalah samarata di sisi undang undang dan berhak tanpa apa apa  pembezaan kepada perlindungan yang samarata di sisi undang undang Semua  orang adalah berhak kepada perlindungan yang samarata daripada sebarang  pembazaan yang melanggar Perisytiharan ini dan daripada sebarang hasutan  terhadap pembezaan sedemikian   Perkara
Mandarin,tiáo fǎ l锟斤拷 zhī qián rén rén píng děng  bìng yǒu quán xiǎng shòu fǎ l锟斤拷 de píng děng bǎo hù  bù shòu rèn hé qí shì  rén rén yǒu quán xiǎng shòu píng děng bǎo hù  yǐ miǎn shòu wéi fǎn běn xuān yán de rèn hé qí shì xíng wéi yǐ jí shān dòng zhè zhǒng qí shì de rèn hé xíng wéi zhī hài  dì
Maori,Tuawhitu He ōrite ngā tāngata katoa ki mua i te aroaro o te ture ā e āhei ana ngā haumarutanga katoa o te ture ki a rātau i runga i te kore rerekētanga ki ētahi atu E whai tika ana ngā tāngata katoa kia haumarutia rātau i ngā mahi whakatoihara e takahī nei i tēnei Whakapuakitanga i ngā mahi rānei e akiaki ana kia pērā te whakatoihara Rārangi
Nigerian Pidgin,Evri bodi dey ekwal befor di law and get right to ekwal proteshun for di law Evri bodi get right to  ekwal proteshun against anitin wey tosh der right or de against di right  ARTICLE
Norwegian,Alle er like for loven og har uten diskriminering rett til samme beskyttelse av  loven Alle har krav på samme beskyttelse mot diskriminering i strid med denne  erklæring og mot enhver oppfordring til slik diskriminering   Artikkel
Occitan,Totes son egals davant la lei e an lo drech de n obténer la meteissa proteccion sense distincions Totes an lo drech a una meteissa proteccion contra quina discriminacion que siá que viòle la presenta Declaracion e contra tota provocacion a una tala discriminacion  Article
Polish,Wszyscy są równi wobec prawa i mają prawo bez jakiejkolwiek różnicy do jednakowej ochrony prawnej Wszyscy mają prawo do jednakowej ochrony przed jakąkolwiek dyskryminacją będącą pogwałceniem niniejszej Deklaracji i przed jakimkolwiek narażeniem na taką dyskryminację  Artykuł
Portuguese,Todos são iguais perante a lei e sem distinção têm direito a igual protecção da lei Todos têm  direito a protecção igual contra qualquer discriminação que viole a presente Declaração e contra  qualquer incitamento a tal discriminação     Artigo
Romanian,Toţi oamenii sînt egali în faţa legii şi au fără nici o deosebire dreptul la o egală  protecţie a legii Toţi oamenii au dreptul la o protecţie egală împotriva oricărei  discriminări care ar viola prezenta Declaraţie şi împotriva oricărei provocări la o  asemenea discriminare  Articolul
Russian,Vse ljudi ravny pered zakonom i imejut pravo bez vsjakogo različija na ravnuju zaŝitu zakona Vse ljudi imejut pravo na ravnuju zaŝitu ot kakoj by to ni bylo diskriminacii narušajuŝej nastojaŝuju Deklaraciju i ot kakogo by to ni bylo podstrekatelʹstva k takoj diskriminacii  Statʹja
Samoan,E tutusa tagata uma i luma o le tulafono ma e agavaa e aunoa ma so o se faiga faailoga tagata i  puipuiga tutusa o le tulafono E agavaa uma tagata i puipuig tutusa e faasaga agai i so o se faiga  faailoga tagata e solia ai lenei Tautinoga ma e faasaga agai i so o se faiga e faaoso ai ia faiga faailoga  tagata  Mataupu
Scots,Aw are equal afore the law and entitelt wi nae distinction tae equal beilding o the law Aw  are entitelt tae equal beilding conter ony discrimination in skaith o this Declaration and  conter ony incitement tae sic discrimination    Airticle
Serbian,Svi su pred zakonom jednaki i imaju pravo bez ikakve razlike na podjednaku  zakonsku zaštitu Svi imaju pravo na jednaku zaštitu protiv bilo kakve  diskriminacije kojom se krši ova Deklaracija i protiv svakog podsticanja na  ovakvu diskriminaciju  Član
Spanish,Todos son iguales ante la ley y tienen sin distinción derecho a igual protección  de la ley Todos tienen derecho a igual protección contra toda discriminación que  infrinja esta Declaración y contra toda provocación a tal discriminación   Artículo
Swahili,Mbele ya sheria watu wote ni sawa na wanastahili haki sawa za kulindwa Wote  wana haki sawa ya kulindwa kutokana na ubaguzi wo wote unaoweza kuvunja  Taarifa hii na mambo yo yote yanayoweza kuleta ubaguzi kama huo   Kifungu cha
Swedish,Alla är lika inför lagen och är berättigade till samma skydd av lagen utan diskriminering av något slag Alla  är berättigade till samma skydd mot alla former av diskriminering som strider mot denna förklaring och mot  varje anstiftan till sådan diskriminering    Artikel
Tagalog,Ang lahat ay pantay pantay sa harap ng batas at may karapatan sa walang  pagtatangi ng pangangalaga ng batas Ang lahat ay may karapatan sa pantay na  pangangalaga laban sa ano mang pagtatangi tanging nalalabag sa Pahayag na  ito at laban sa ano mang pagbubuyo sa gayong pagtatangi tangi   Artikulo
Tahitian,'E ti'ara'a 'aifaito to te tā'āto'ara'a i mua i te ture e 'e ti'amanara'a ma te mā'iti'orehia i te hō'ē parurura'a 'aifaito a te ture 'E ti'amanara'a to te tā'āto'ara'a ia pāruru 'aifaito hia atu i te mau fa'ata'ara'a e fa'ahapa na i teie Fa'ira'a e i te mau ha'afifra'a ato'a i teie fa'ata'ara'a  'IRAVA
Tongan,Bantu boonse baleelene kubusyu bwa mulawo alimwi balizumizyidwe kakunyina  kusalaula kubukwabilizi bwa mulawo bweelene Boonse balaangulukide  kukwabililwa kweelene kumicito yakusalaula mukutyola cizuminano eeci alimwi  akumicito ya kubisya zyintu zyikonzya kuleta kusalaula  Kapango
Turkish,Kanun önünde herkes eşittir ve farksız olarak kanunun eşit korumasından  istifade hakkını haizdir Herkesin işbu Beyannameye aykırı her türlü ayırdedici  mualeleye karşı ve böyle bir ayırdedici muamele için yapılacak her türlü  kışkırtmaya karşı eşit korunma hakkı vardır   Madde
Turkmen,Adamlaryň hemmesi kanunyň öňünde deňdirler we kanunyň goragyndan  peýdalanmaga deň derejede haklydyrlar Adamlaryň hemmesi bu  Deklarasiýany bozýan her bir diskriminasiýadan we şeýle diskriminasiýa  öjükdirmeden goralmaga deň derejede haklydyr Madda
Ukrainian,Vsi ljudy rivni pered zakonom i majutʹ pravo bez budʹ jakoji riznyci na rivnyj jix zaxyst zakonom Usi ljudy majutʹ pravo na rivnyj zaxyst vid jakoji b to ne bulo dyskryminaciji ščo porušuje cju Deklaraciju i vid jakoho b to ne bulo pidburjuvannja do takoji dyskryminaciji  Stattja
Uzbek,modda  Barcha odamlar qonun oldida tengdir va sira aiyirmachiliksiz qonun tomonidan  babbaravar muhofaza etilishi huquqiga egadir Barcha odamlar mazkur  Deklaratsiyani buzadigan har qandaye kamsitishidanteng muhofaza qilinish  huquqiga va ana shundaye kamsitishga gij gijlashdan teng muhofaza qilinish  huquqiga egadilar
Venda,Vhathu vhoṱhe vha a lingana phanḓa ha mulayo nahone vho tewa nga tsireledzo ya  mulayo i eḓanaho hu si na khethululo Vhathu vhoṱhe vha na pfanelo ya tsireledzo i  eḓanaho kha khethululwo i pfukaho Mbofho uyu na kha ṱhuṱhuwedzo iṅwe na iṅwe  malugana na khethululo yo raloho     Tshiteṅwa
Welsh,Y mae pawb yn gydradd yng ngolwg y gyfraith gyda’r hawl yn ddiwahân i'r un  amddiffyniad gan y gyfraith Y mae gan bawb hawl i'r un amddiffyniad yn erbyn  unrhyw wahaniaethu sy’n groes i’r datganiad hwn neu unrhyw anogaeth i  wahaniaethu  Erthygl
Xhosa,Bonke abantu bayalingana phambi komthetho kwaye benamalungelo  ngaphandle kocalu calulo ngokulinganayo kukhuseleko lomthetho Bonke abantu  banelungelo lokhuselo olulinganayo oluchasene naluphina ucalu calulo  olwaphula le nkcazelo nangokuchasene neendlela zothelekiso kucalu calulo   Inqaku lesi
Yoruba,Gbogbo ènìyàn ló dó̟gba lábé̟ òfin Wó̟n sì ní è̟tó̟ sí àà bò lábé̟ òfin láìsí ìyàsó̟tò̟ kankan Gbogbo ènìyàn ló ní è̟tó̟ sí ààbò tó dó̟gba kúrò ló̟wó̟ ìyàsó̟tò̟ yòówù tí ìbáà lòdì sí ìkéde yìí àti è̟tó̟ kúrò ló̟wó̟ gbogbo ohun tó bá lè ti ènìyàn láti s̟e irú ìyàsó̟tò̟ bé̟è̟  Abala
Zulu,Sonke siyalingana phambi komthetho futhi kufanele umthetho usivikele  ngokulinganayo ngale kokubandlulula Sonke kufanele sivikelwe ngokulinganayo  ekubandlululweni ngokungagcinwa kwaloluGunyazo futhi nasekukhuthazweni  kwanoma luhloboluni lobandlululo   Isigaba
