Language,Text
Estonian,Täisealiseks saanud meestel ja naistel on õigus ilma igasuguste kitsendusteta rassi rahvuse või usu põhjal abielluda ja perekonda asutada Neil on võrdsed õigused abiellu astumise suhtes abielus olemise ja abielu lahutamise ajal Abielu võib sõlmida vaid mõlema abielluva poole vabatahtlikul ja täielikul nõusolekul Perekond on ühiskonna loomulik ja põhiline rakuke ning tal on õigus ühiskonna ja riigi kaitsele Artikkel
Finnish,artikla  16 artikla  16 artikla  16 artikla        1  Täysi ikäisillä miehillä ja naisilla on oikeus solmia avioliitto ja perustaa  perhe ilman minkäänlaisia rodusta kansalaisuudesta tai uskonnosta  johtuvia rajoituksia Heillä on yhtäläiset oikeudet avioliittoon avioliiton  aikana ja sen purkamisen jälkeen               2  Avioliiton solmiminen tapahtukoon vain tulevien aviopuolisoiden vapaasta     ja täydestä suostumuksesta      3  Perhe on yhteiskunnan luonnollinen ja perustava ydinosa ja sillä on oikeus  yhteiskunnan ja valtion suojaan
French,1 A partir de l âge nubile l homme et la femme sans aucune restriction quant à la  race la nationalité ou la religion ont le droit de se marier et de fonder une famille Ils ont des droits égaux au regard du mariage durant le mariage et lors de sa  dissolution   2 Le mariage ne peut être conclu qu avec le libre et plein consentement des futurs  époux   3 La famille est l élément naturel et fondamental de la société et a droit à la  protection de la société et de l Etat   Article
Frisian,Sûnder ien of oare beheining op grûn fan ras nasjonaliteit of godstsjinst hawwe manlju en froulju as se de jierren dêrta hawwe it rjocht om te trouwen en in gesin te stichtsjen Hja hawwe gelikense rjochten wat trouwen oanbelanget yn har trouwen en by de ûntbining dêrfan In houlik kin allinne sletten wurde mei de frije en folsleine tastimming fan elk syn oare helte lt gesin is de natuerlike en fûnemintele groepsienheid fan 'e maatskippij en hat rjocht op beskerming troch de maatskippij en de steat Kêst
Galician,Os homes e as mulleres a partir da idade núbil teñen dereito sen ningunha restricción por motivos de raza nacionalidade ou relixión a casar e fundar unha familia disfrutarán de iguais dereitos en canto ó matrimonio durante o matrimonio e no caso de disolución do matrimonio Só mediante libre e pleno consentimento dos futuros cónxuxes se poderá contraer o matrimonio A familia é o elemento natural e fundamental da sociedade e ten dereito á protección da sociedade e do estado Artigo
German,1 Heiratsfähige Männer und Frauen haben ohne jede Beschränkung auf Grund der  Rasse der Staatsangehörigkeit oder der Religion das Recht zu heiraten und eine  Familie zu gründen Sie haben bei der Eheschließung während der Ehe und bei deren  Auflösung gleiche Rechte  2 Eine Ehe darf nur bei freier und uneingeschränkter Willenseinigung der künftigen  Ehegatten geschlossen werden  3 Die Familie ist die natürliche Grundeinheit der Gesellschaft und hat Anspruch auf  Schutz durch Gesellschaft und Staat  Artikel
Hawaiian,Ua noa i nā kāne a me nā wāhine i lawa ai nā makahiki ka male ‘ana a me ka ho’okumu ‘ana i ‘ohana me ke kaupalena ‘ole ‘ia ma muli o ko lāua lāhui ke aupuni a i ‘ole ko lāua ho’omana Ua kau like nā pono kīvila male i ka noho male ‘ana a me ka wā e pau ai ka noho male ‘ana E male nā kānaka wale nō i koho la’ela’e e noho male ‘O ka ‘ohana ke kumu pa’a o ke kaiāulu kanaka a ua noa i ka ‘ohana ka palekana o ke kaiāulu a me ke aupuni Paukū
Hungarian,cikk   1 Mind a férfinak mind a nőnek a házasságra érett kor elérésétől kezdve joga van fajon  nemzetiségen vagy valláson alapuló korlátozás nélkül házasságot kötni és családot  alapítani A házasság tekintetében a férfinak és a nőnek mind a házasság tartama alatt  mind a házasság felbontása tekintetében egyenlő jogai vannak   2 Házasságot csak a jövendő házastársak szabad és teljes beleegyezésével lehet kötni   3 A család a társadalom természetes és alapvető alkotó eleme és joga van a társadalom  valamint az állam védelmére
Icelandic,grein Konum og körlum sem hafa aldur til þess að lögum skal heimilt að stofna til hjúskapar og fjölskyldu án tillits til kynþáttar þjóðernis eða trúarbragða Þau skulu njóta jafnréttis um stofnun og slit hjúskapar svo og í hjónabandinu Eigi má hjúskap binda nema bæði hjónæfni samþykki fúsum vilja Fjölskyldan er í eðli sínu frumeining þjóðfélagsins og ber þjóðfélagi og ríki að vernda hana
Igbo,U̟mu̟̟ nwoke na u̟mu̟̟ nwanyi̟ toruru ogo n enweghi ihe njigide o̟ bu̟la site n agbu̟ru̟ o̟bu̟bu̟ nwa afo̟ ma o̟ bu̟ okpukpere chi nwere iki i̟lu̟ nwunye ma o̟ bu̟ di nakwa i̟malite ezi na u̟lo̟ nwere ikike nha anya n ihe gbasara o̟lu̟lu̟ di na nwunye obibi di na nwunye na mgbasa ya O̟lu̟lu̟ di na nwunye ga abu̟ri̟̟ri̟ ma e nwere nkweko̟ri̟ta si n obi zuru oke nke ndi cho̟ro̟ ilu onwe ha Ezi na u̟lo̟ bu̟ nkeji ntao̟ala site n okike nke ndi no̟ n obodo o̟ bu̟la n ihi ya o kwesiri inwe nchedo ndi obodo na nke Steti Nkeji edemede
Ilocano,1 Dagiti lalaki ken babbai nga addaan iti husto nga tawen nga awan iti  aniaman a naikeddeng nga makaigapu iti puli panakipag ili wenno  relihiyon kalintegan nga maaddaan iti asawa ken maaddaan iti pamilya  Agpada nga adda kalintegan nga ikasar kabayatan ti panakaikasar ken  panagsin ninada  2 Maikasarda laeng nga awan ti manglapped no naan anay ti  pammalubosda nga dua  3 Sigud nga adda iti pamilya ken isu t batayan a paset ti gimong ket  kaikarianna a salakniban ti gimong ken ti Estado  Artikulo
Indonesian,1 Pria dan wanita yang sudah dewasa dengan tidak dibatasi kebangsaan  kewarga negaraan atau agama berhak untuk nikah dan untuk  membentuk keluarga Mereka mempunyai hak yang sama dalam soal  perkawinan di dalam masa perkawinan dan pada saat perceraian   2 Perkawinan hanya dapat dilaksanakan berdasarkan pilihan bebas dan  persetujuan penuh oleh kedua mempelai   3 Keluarga adalah kesatuan alamiah dan fundamental dari masyarakat dan  berhak mendapat perlindungan dari masyarakat dan Negara   Pasal
Irish,1  Tá an ceart ag fir agus mná lánaoise gan srian ar bith de bharr aoise  náisiúnachta nó creidimh pósadh agus teaghlach a bhunú   Tá siad i  dteideal cearta comhionanna maidir le pósadh i rith pósta agus tráth a  scaoilte      2  Ní rachfar isteach i bpósadh ach le saorthoil agus le lánthoil na gcéilí atá  le pósadh    3  Is é an teaghlach is buíon aonad nádúrtha bunúsach na sochaí agus tá sé  i dteideal choimirce ón tsochaí agus ón Stát    Airteagal
Italian,1  Uomini e donne in età adatta hanno il diritto di sposarsi e di fondare  una famiglia senza alcuna limitazione di razza cittadinanza o religione  Essi hanno eguali diritti riguardo al matrimonio durante il matrimonio e  all atto del suo scioglimento   2  Il matrimonio potrà essere concluso soltanto con il libero e pieno  consenso dei futuri coniugi   3  La famiglia è il nucleo naturale e fondamentale della società e ha diritto  ad essere protetta dalla società e dallo Stato    Articolo
Javanese,1 Priya lan wanita kang wus diwasa kanthi tanpa mawas bangsa warga  negara utawa agama darbe hak nglakoni ningkah lan mbangun  kulawarga Kabeh nduweni hak kang padha ing babakan neningkahan  ing sajroning alam ningkah lan ing alam pepisahan/pegatan  2 Neningkahan amung bisa dileksanani adhedhasar pilihan bebas lan  temen temen dadi pasarujukane penganten sakeloron  3 Brayat/kulawarga iku sawijining tetunggalan kang alamiyah lan baku ing  masyarakat lan anduweni hak pangayoman saka bebrayan (masyarakat)  lan nagara  BAB
Kazakh,bap Kѕmelettik jasќa tolѓan erler men ѕyelder љzderiniњ nѕsiline ђltına dinine ќaramastan nekege tђrıp otbasın ќђrwѓa ќђќılı Olar nekege tђrѓan nekede bolѓan jѕne ajırasќan kezde birdey kђќıќtardı paydalanadı Neke tek eki jaќtıњ љzara erkin jѕne tolıќ kelisimi boyınşa ѓana ќïıladı Otabası ќoѓamnıњ tabïѓï jѕne negizgi ђyası bolıp tabıladı jѕne ќoѓam men memleket tarapınan ќorѓalwѓa kђќılı
Kyrgyz,statʼja  1 Bojğo cetken erkekter cana ajaldar rasalyq uluttuq ce dindik belgileri  bojunça eç qandaj çektöölörsüz nikege turup cana üj bülö kütüügö uquqtuu  Alar nikege turğanda nikede bolğon uçurda cana any buzuu uçurunda  birdej uquqtarğa ee   2 Nikege turup catqan eki taraptyn teñ erkin cana toluq maqulduğu menen  ğana nike tüzülüşü mümkün   3 üj bü lö qoomdun tawiğyj cana negizgi ujutqusu bolup sanalat cana qoom  menen mamleket tarawynan qorğoluuğa uquqtuu
Latvian,pants Pilngadìgajiem vìrieøiem un sievietèm ir tiesìbas bez jebkâdiem ar rasi nacionalitâti vai reliåiju saistìtiem ierobeýojumiem stâties laulìbâ un nodibinât åimeni Viðiem ir vienlìdzìgas tiesìbas stâties laulìbâ laulìbas laikâ un øæirot laulìbu Laulìba var tikt slègta tikai ar abu personu kas stâjas laulìbâ brìvu un pilnìgu piekriøanu Åimene ir dabiska sabiedrìbas pamatvienìba un tai ir tiesìbas uz sabiedrìbas un valsts aizsardzìbu
Lithuanian,straipsnis Vyrai ir moterys pasiekę brandos amžių turi teisę be jokių apriboiimu dėl rasės tautybės ar religijos sudaryti santuoką it sukurti šeima Jie turi lygias teises tiek santuokos sudarymo bei jos trukmės tiek santuokos nutraukimo metu Santuoka gali būti sudaryta tik tasa kai susituokiantieji duoda laisva ir visišką sutikimą Šeima yra natūrali ir pagrindinė visuomenės ląstelė ir ji turi teisę į visuomenės ir valstybės apsaugą
Malagasy,Rehefa tonga taona ny lehilahy sy ny vehivavy dia manan jo hivady sy hanorina fianankaviana ka tsy mahasakana izany na fihodirana na zom pirenena na finoana Mitovy zo eo anatrehan ny fanambadiana mandritra ny fanambadiana ary amin ny faharavan ny fanambadiana izy ireo Tsy misy mariazy azo raiketina raha tsy sitrapon ireo hivady Ny fianankaviana no fototra ara boajanahary iorenan ny fiaraha  monina ka manan jo hoarovan ny fiaraha monina sy ny fanjakana ANDININY FAHA
Malay,1 Lelaki dan perempuan dewasa tanpa mengira bangsa kewarganegaraan  atau ugama berhak berkahwin dan menubuhkan keluarga Mereka  adalah berhak kepada hak hak samarata berhubung dengan  perkahwinan dalam tempoh masa perkahwinan dan pada  pembubarannya   2 Perkahwinan hanya boleh dilaksanakan dengan persetujuan bebas dan  sepenuhnya oleh pihak pihak yang bercadang untuk berkahwin   3 Keluarga adalah yunit kumpulan semulajadi dan asasi dalam masyarakat  dan adalah berhak kepada perlindungan oleh masyarakat dan Negara   Perkara
Mandarin,tiáo ㈠ chéng nián nán nǚ  bù shòu zhǒng zú  guó jí huò zōng jiào de rèn hé xiàn zhì yǒu quán hūn jià hé chéng lì jiā tíng  tā mén zài hūn yīn fāng miàn  zài jié hūn qī jiān hé zài jiě chú hūn yuē shí  yīng yǒu píng děng de quán lì  ㈡ zhī yǒu jīng nán nǚ shuāng fāng de zì yóu hé wán quán de tóng yì  cái néng dì hūn  ㈢ jiā tíng shì tiān rán de hé jī běn de shè huì dān yuán  bìng yīng shòu shè huì hé guó jiā de bǎo hù  dì
Maori,Tekau ma ono a E whai tika ana ngā tāne me ngā wāhine kua eke nei ki te pakeketanga ki te mārena ki te whakatipu whānau ā kāhore nei he herenga ā iwi ā karangatanga whenua āwhakapono rānei He ōrite te whai tika mō te mārena ki roto i te mārenatanga i te whakakorenga hoki o te mārena b Me whakaae mārika te tokorua kia mārena rāua i runga i te whakaaro herekore c Ko te whānau te hanga tūturu o te hapori whānui ā e whai tika ana kia tiakina e te hapori me te Mana Whenua hoki Rārangi
Nigerian Pidgin,1 Men or women dem wey don reach age to marry and wey no de look tribe religion or di  kontri e com from get right to marry and get famili Dem get right to marry and to break di  marriage     2 Marriage na mek di pipo gree wit der full chest       3 Famili na di fess unit of di sosayeti and e get right to de protected by di sosayeti and di  state   ARTICLE
Norwegian,1 Voksne menn og kvinner har rett til å gifte seg og stifte familie uten noen  begrensning som skyldes rase nasjonalitet eller religion De har krav på  like rettigheter ved inngåelse av ekteskapet under ekteskapet og ved dets  oppløsning   2 Ekteskap må bare inngås etter fritt og fullt samtykke av de vordende  ektefeller   3 Familien er den naturlige og grunnleggende enhet i samfunnet og har krav  på samfunnets og statens beskyttelse   Artikkel
Occitan,Tanleu que son maridadors l òme e la femna sense cap de restriccion per rason de raça nacionalitat o religion an lo drech de se maridar e de fondar una familha An de dreches egals en çò que pertòca al maridatge pendent lo maridatge e al moment de sa dissolucion Los maridatge se poirà pas contractar qu ambe lo consentiment liure e plen dels futurs esposes La familha es l element natural e fondamental de la societat e a drech a la proteccion de la societat e de l Estat Article
Polish,Mężczyźni i kobiety bez względu na jakiekolwiek różnice rasy narodowości lub wyznania mają prawo po osiągnięciu pełnoletności do zawarcia małżeństwa i założenia rodziny Mają oni równe prawa w odniesieniu do zawierania małżeństwa podczas jego trwania i po jego ustaniu Małżeństwo może być zawarte jedynie za swobodnie wyrażoną pełną zgodą przyszłych małżonków Rodzina jest naturalną i podstawową komórką społeczeństwa i ma prawo do ochrony ze strony społeczeŃstwa i Państwa Artykuł
Portuguese,1A partir da idade núbil o homem e a mulher têm o direito de casar e de constituir família sem  restrição alguma de raça nacionalidade ou religião Durante o casamento e na altura da sua  dissolução ambos têm direitos iguais   2O casamento não pode ser celebrado sem o livre e pleno consentimento dos futuros esposos   3A família é o elemento natural e fundamental da sociedade e tem direito à proteção desta e do  Estado     Artigo
Romanian,1 Cu începere de la împlinirea vîrstei legale bărbătul şi femeia fără nici o  restricţie în ce priveşte rasa naţionalitatea sau religia au dreptul de a se  căsători şi de a întemeia o familie Ei au drepturi egale la contractarea  căsătoriei în decursul căsătoriei şi la desfacerea ei  2 Căsătoria nu poate fi încheiată decît cu consimţămîntul liber şi deplin al  viiitorilor soţi  3 Familia constituie elementul natural şi fundamental al societăţii şi are  dreptul la ocrotire din partea societăţii şi a statului  Articolul
Russian,Mužčiny i ženŝiny dostigšie soveršennoletija imejut pravo bez vsjakih ograničenij po priznaku rasy nacionalʹnosti ili religii vstupatʹ v brak i osnovyvatʹ svoju semʹju Oni polʹzujutsja odinakovymi pravami v otnošenii vstuplenija v brak vo vremja sostojanija v brake i vo vremja ego rastorženija  Brak možet bytʹ zaključen tolʹko pri svobodnom i polnom soglasii obeih vstupajuŝih v brak storon  Semʹja javljaetsja estestvennoj i osnovnoj jačejkoj obŝestva i imeet pravo na zaŝitu so storony obŝestva i gosudarstva  Statʹja
Samoan,1  E i ai le aia tatau o alii ma tamaitai ua atoa tausaga faatapulaaina e faaipoipo ai ma atiina ae  aiga e aunoa ma se faamutaina ona o ituaiga o tagata tofi tau tagatanuu po o tapuaiga E  agavaa i latou i aia tutusa i le faaipoipoga olaga faaipoipo ma le faamutaina o se faaipoipoga  2  O le a tatau ona faaipoipo le alii ma tamaitai i le na o le maliega saoloto a i laua ua faamoemoe  i lea tulaga  3  O le aiga o se vaega faale natura masani ma mautu o le soifuaga o tagata soifua ma e agavaa  i le puipuiga a tagata ma le Malo  Mataupu
Scots,1 Men and wemen o ful age wi nae ony branks on accoont o race nationality or  religioun hes the richt tae mairry and foond a faimily Entitelt they are tae equal richts  anent mairrage oot throu mairrage and at its upbrak    2 Mairrage shal be gane intil wi the free and ful consent alane o the intendin marras    3 The faimily is the naitural and fundamental group unit o society and is entitelt tae the  beild o society and the State    Airticle
Serbian,1 Punoletni muškarci i žene bez ikakvih ograničenja u pogledu rase  državljanstva ili vere imaju pravo da sklope brak i da osnuju porodicu Oni  su ravnopravni prilikom sklapanja braka za vreme njegovog trajanja i  prilikom njegovog razvoda      2 Brak se zaključuje samo slobodnim i potpunim pristankom lica koja  stupaju u brak  3 Porodica je prirodna i osnovna ćelija društva i ima pravo na zaštitu društva  i države  Član
Spanish,1 Los hombres y las mujeres a partir de la edad núbil tienen derecho sin  restricción alguna por motivos de raza nacionalidad o religión a casarse  y fundar una familia y disfrutarán de iguales derechos en cuanto al  matrimonio durante el matrimonio y en caso de disolución del matrimonio   2 Sólo mediante libre y pleno consentimiento de los futuros esposos podrá  contraerse el matrimonio   3 La familia es el elemento natural y fundamental de la sociedad y tiene  derecho a la protección de la sociedad y del Estado   Artículo
Swahili,1 Watu wazima wanaume kwa wanawake wana haki ya kuoana na kuunda  jamaa bila kizuio cho chote kwa sababu ya rangi taifa au dini Wana haki  sawa za ndoa wakati wa maisha yao ya ndoa na wakati wa kutenguka  ndoa   2 Ndoa inaweza kufungwa tu kwa hiari na mapatano kamili kati ya hao  wanaotaka kuoana   3 Jamaa ni kiungo cha asili cha jamii ya watu na inastahili kulindwa na watu  pamoja na Serikali   Kifungu cha
Swedish,1 Fullvuxna män och kvinnor har rätt att utan någon inskränkning med avseende på ras nationalitet eller  religion ingå äktenskap och bilda familj Män och kvinnor skall ha samma rättigheter i fråga om äktenskaps  ingående under äktenskapet och vid dess upplösning    2 Äktenskap får endast ingås med de blivande makarnas fria och fulla samtycke    3 Familjen är den naturliga och grundläggande enheten i samhället och har rätt till samhällets och statens  skydd    Artikel
Tagalog,1 Ang mga lalaki t babaeng may sapat na gulang ay may karapatang mag  asawa at magpamilya nang walang ano mang pagtatakda dahil sa lahi  bansang kinabibilangan o relihiyon Nararapat sila sa pantay pantay na  karapatan sa pag aasawa sa panahong may asawa at pagpapawalang  bisa nito   2 Ang pag aasawa y papasukan lamang sa pamamagitan ng malaya at  lubos na pagsang ayon ng mga nagbabalak magkapangasawahan   3 Ang pamilya ay likas at pangunahing pangkat sa sangay ng lipunan at  karapat dapat sa pangangalaga ng lipunan at ng Estado   Artikulo
Tahitian,la tae'ahia te matahiti ti'a 'e ti'amanara'a to te tānē e to te vahine ma te hō'ē ha'a  fifi 'ore hia na ni'a i te taura ta'ata na ni'a i te ti'ara'ava'a'ai'a 'aore ra na ni'a i te fa'aro'o i te fa'aipoipo e i te ha'atumu i te hō'ē'utuafare feti'i 'E ti'amanara'a'aifai to raua no te 'ohipa e no te  'anotau  fa'aipoipora'a e no te 'anotau ta'ara'a ato'a E fa'aoti ti'a noa hia te fa'aipoipora'a ma te hina'aro ti'amā mau e te fa'ahepo'orehia o nā ta'ata fa'aipoipo 'E iho tumu papa te 'utuafare feti'i no te 'avirira'ata'ata e no reira 'e ti'amanara'a to na i te pārurura'a a te 'avirira'ata'ata e a te Hau 'IRAVA
Tongan,1 Basankwa abakaintu bakakomena kakunyina kubakasya akaambo  kacikanda cabo cisi ncobazwa antela cikombelo balangulukide kukwata  kufumbwa ngobayanda alimwi akubamba mukwasyi Balangulukide kuba  alwaanguluko lweelene lwa bakwetene ciindi nobacikwetene alimwi  anobalekana  2 Kukwatana kuya kulembezyegwa abaabo basikuyandana bobile  kakunyina kuyoowa  3 Mukwasyi ncilenga cabuleya kukkala antoomwe alimwi mukwasyi weelede  kukwabililwa ku buleya alimwi akucisi  Kapango
Turkish,1 Evlilik çağına varan her erkek ve kadın ırk uyrukluk veya din bakımından  hiçbir kısıtlamaya tabi olmaksızın evlenmek ve aile kurmak hakkına  haizdir Her erkek ve kadın evlenme konusunda evlilik süresince ve  evliliğin sona ermesinde eşit hakları haizdir  2 Evlenme akdi ancak müstakbel eşlerin serbest ve tam rızasıyla yapılır   3 Aile cemiyetin tabii ve temel unsurudur cemiyet ve devlet tarafından  korunmak hakkını haizdir   Madde
Turkmen,1 Kämillik ýaşyna ýeten erkekler we aýallar jyns milli we dini aýratynlyklara  görä hiç hili çäklendirilmezden öýlenmäge we maşgala gurmaga haklydyrlar  Olar nikalaşylanda nikada durlanda we nika bozulanda deň hukuklardan  peýdalanýarlar 2 Nika  durmuş gurýanlaryň ikisiniň de öz erkine we diňe doly razylygyna      görä gyýlyp bilner 3 Maşgala jemgyýetiň tebigy hem de esasy öýjügidir we jemgyýetiň we    döwletiň goragyna daýanmaga haklydyr Madda
Ukrainian,Čoloviky i žinky jaki dosjahly povnolittja majutʹ pravo bez budʹ jakyx obmeženʹ za oznakoju rasy nacionalʹnosti abo relihiji odružuvatysja i zasnovuvaty sim ju Vony korystujutʹsja odnakovymy pravamy ščodo odružennja pid čas šljuby ta pid čas joho rozirvannja Šljub može ukladatysja tilʹky pry vilʹnij i povnij zhodi storin ščo odružujutʹsja Sim ja je prypodnym i osnovnym oseredkom suspilʹstva i maje pravo na zaxyt z boku suspilʹstva ta deržavy Stattja
Uzbek,modda  1 Balog'atga etgan erkaklar va aellar irqi millati eki diniga qarab biror bir  cheklashsiz nikohdan o'tish va oila qurish huquqiga egadilarUlar nikohdan  o'taetganga ham nikohda bo'lgan vaqtida ham va nikoh bekor  qilanaetganida ham bir huquqlardan foyidalanadilar   2 Nikoh nikohdan o'taetgan ikkala tomonning xohishi va batamom roziligi  bilangina tuzilishi mumkin   3 Oila jamiyatning tabiiyi va asosiyi hujayi asidi va u jamijat davlat  tomonidan muhofaza etilishi huquqiga egadir
Venda,(1) Vhanna na vhafumakadzi vha miṅwaha yo vhinaho vha na pfanelo ya u dzhena kha  zwa mbingano na u vha na muṱa hu si na u thivhelwa nga zwa murafho lushaka kana  vhurereli Vhoṱhe vha na pfanelo dzi linganaho siani ḽa mbingano vha kha mbingano na  musi i tshi fhela    (2) Mbingano i ḓo dzhenelwa fhedzi nga vhathu vhane vha khou malana vho vhofholowa  nahone hu na thendelano yo fhelelaho     (3) Muṱa ndi tshipiḓa tsha tsiko nahone tsha ndeme kha tshitshavha ngauralo wo tea u  tsireledzwa nga tshitshavha na Muvhuso    Tshiteṅwa
Welsh,1 Y mae gan bawb mewn oed yn wryw a benyw heb unrhyw gyfyngiadau o  ran hil cenedligrwydd na chrefydd hawl i briodi a sefydlu teulu Y mae  ganddynt hefyd hawliau cyfartal yngln â phriodas yn ystod priodas ac wrth  ei diddymu  2 Ni ddylid priodi ond o lwyr fodd y ddau sy'n golygu gwneud hynny  3 Y teulu yw uned naturiol a sylfaenol cymdeithas a chanddo’r hawl i  amddiffyniad gan gymdeithas a’r Wladwriaeth  Erthygl
Xhosa,1 Amadoda namakhosikazi aselekhulile ngaphandle kokuthintelwa ngenxa  yobuhlanga ubuzwe okanye inkolo banelungelo lokutshata babe  nosapho Banamalungelo alinganayo emtshatweni naxa sewuqhawukile   2 Kuya kutshatwa ngokukhululekileyo nangokupheleleyo ngemvume yabo  baza kuba ngumyeni nenkosikazi   3 Usapho lusisisekelo esibalulekileyo sendalo kuluntu kwaye lunelungelo  lokhuseleko oluvela kuluntu nakuRhulumente   Inqaku le
