Language,Text
Afrikaans,Niemand sal gemartel word of aan wrede onmenslike of vernederende  behandeling of straf blootgestel word nie  Artikel
Azerbaijani,Heç kim işgəncələrə və yaxud ağır qeyri insani və ya onun ləyaqətini alçaldan rəftara və  cəzaya məruz qalmamalıdır    Maddə
Belarusian,Ni nad kim nie pavinny ŭčyniacca katavanni abo žorstkija biesčałaviečnyja abo ŭnižajučyja jago godnascʹ abychodžannie i pakarannie  Artykuł
Cantonese,tiu4 jam6 ho4 jan4 m4 hou2 gaa1 ji5 huk6 jing4 waak6 si1 ji5 caan4 jan2 ge3 m4 jan4 dou6 ge3 waak6 mou5 juk6 sing3 ge3 doi6 jyu6 waak6 jing4 fat6 dai6
Catalan,Ningú no serà sotmès a tortures ni a penes o tractes cruels inhumans o degradants Article
Cebuano,Walay bisan kinsa ang ibutang sa kasakit o sa sinalbahis dili makatawo o  pagpakaulaw o kastiguhon  Artikulo
Czech,Nikdo nesmí být mučen nebo podrobován krutému nelidskému nebo  ponižujícímu zacházení nebo trestu   Článek
Danish,Ingen må underkastes tortur eller grusom umenneskelig eller vanærende behandling eller straf  Artikel
Dutch,Niemand zal onderworpen worden aan folteringen noch aan een wrede onmenselijke of onterende behandeling of bestraffing Artikel
English,No one shall be subjected to torture or to cruel inhuman or degrading treatment  or punishment       Article
Estonian,Kellegi suhtes ei tohi rakendada piinamisi või julma ebainimlikku tema väärikust alandavat kohtlemist või karistust  Artikkel
Finnish,artikla  5 artikla  5 artikla  5 artikla      Ketään ei saa kiduttaa eikä kohdella tai rangaista julmasti epäinhimillisesti tai  alentavasti
French,Nul ne sera soumis à la torture ni à des peines ou traitements cruels inhumains ou  dégradants   Article
Frisian,Nimmen sil ûnderwurpen wurde oan folteringen noch oan in wrede ûnminslike of ûntearjende behanneling of bestraffing  Kêst
Galician,Ninguín será sometido a torturas nin a penas ou tratos crueis inhumanos e aldraxantes  Artigo
German,Niemand darf der Folter oder grausamer unmenschlicher oder erniedrigender  Behandlung oder Strafe unterworfen werden  Artikel
Hawaiian,‘A’ole e ho’omāinoino ‘ia ke kanaka ‘a’ole ho’i e ho’opa’i ‘ino ‘ia ke kanaka i kū like ‘ole i ke kūlana kanaka  Paukū
Hungarian,cikk   Senkit sem lehet kínvallatásnak avagy kegyetlen embertelen vagy lealacsonyító  büntetésnek vagy bánásmódnak alávetni
Icelandic,grein Enginn maður skal sæta pyndingum grimmilegri ómannlegri eða vanvirðandi meðferð eða refsingu
Igbo,O̟ di̟ghi̟ onye a ga akwagide n oke ntaramahu̟hu̟ ma o̟ bu̟ na mmeso omume na ntaramahu̟hu̟ obi o̟jo̟o̟ obi tara mmiri ma o̟ bu̟ nke naz ewetu ugwu mmadu̟  Nkeji edemede
Ilocano,Awan ti siasinoman a mangparigat iti nalabes wenno mangranggas nga saan  nga makatao wenno pananglalais wenno dusa  Artikulo
Indonesian,Tidak seorang pun boleh disiksa atau diperlakukan secara kejam memperoleh  perlakuan atau dihukum secara tidak manusiawi atau direndahkan martabatnya   Pasal
Irish,Ní chuirfear céasadh ná íde nó pionós atá cruálach mídhaonna nó táireach ar  duine ar bith    Airteagal
Italian,Nessun individuo potrà essere sottoposto a tortura o a trattamento o a  punizione crudeli inumani o degradanti    Articolo
Javanese,Ora kena sawijining uwong disiyo siyo ing siksa utawa nandhang tindak kejem  dipatrapi utawa nampa pidono kang ora kaya lumrahing umat manungsa utowo  siningkur karemehake  BAB
Kazakh,bap Eşkim de azaptalwѓa nemese ќadir ќasïetin ќorlaytınday adamşılıќќa jatpaytın ќatıgezdik jolmen jѕbirlenwge nemese jazalanwѓa tïis emes
Kyrgyz,statʼja  Eç kim qyjnoolorğo ce yrajymsyz adamkerçiliksiz ce anyn bedelin  tüşürüüçü mamilege cana cazalooğo duuşar bolbooğo tijiş
Latvian,pants Nevienu nedrìkst pakîaut spìdzinâøanai vai cietsirdìgi necilvècìgi ar viðu apieties vai sodìt pazemojot viða cilvècisko cieðu
Lithuanian,straipsnis Niekas negali būti kankinamas arba žiauriai nežmoniškai žeminant jo orumą su juo elgiamasi ir jis baudžiamas
Malagasy,Tsy misy olombelona azo hampijaliana na saziana na hanaovana fitondrana feno hasiahana tsy mifanaraka na mampihetry ny maha  olona  ANDININY FAHA
Malay,Tiada sesiapa pun boleh dikenakan seksaan atau layanan atau hukuman yang  zalim tidak berperikemanusiaan atau menghinakan   Perkara
Mandarin,tiáo rèn hé rén bù dé jiā yǐ kù xíng  huò shī yǐ cán rěn de  bù rén dào de huò wǔ rǔ xìng de dài yù huò xíng fá  dì
Maori,Tuarima Kia kaua te tangata e tukuna kia tūkinotia kia whiua rānei ki te mahi whakawiri whakāhawea rānei i a ia Rārangi
Nigerian Pidgin,Nobodi go chop beatin or ani kain purnishment  ARTICLE
Norwegian,Ingen må utsettes for tortur eller grusom umenneskelig eller nedverdigende  behandling eller straff   Artikkel
Occitan,Degun serà pas somés a la tortura ni a de penas o tractaments crudèls inumans o degradants  Article
Polish,Nie wolno nikogo torturować ani karać lub traktować w sposób okrutny nieludzki lub poniżający  Artykuł
Portuguese,Ninguém será submetido a tortura nem a penas ou tratamentos cruéis desumanos ou degradantes   Artigo
Romanian,Nimeni nu va fi supus torturi nici la pedepse sau tratamente crude inumane sau  degradante  Articolul
Russian,Nikto ne dolžen podvergatʹsja pytkam ili žestokim besčelovečnym ili unižajuŝim ego dostoinstvo obraŝeniju i nakazaniju  Statʹja
Samoan,E leai se tagata e tatau ona faataugaina pe faia i ai ni faiga saua faiga e le tusa ma tulaga faale tagata  soifua po o le faalumaina po o le faasalaina  Mataupu
Scots,Naebody shal be gart thole torture nor ill kindit inhuman nor bemeanan treatment nor  punishment    Airticle
Serbian,Niko ne sme biti podvrgnut mučenju ili svirepom nečovečnom ili ponižavajućem  postupku ili kazni  Član
Spanish,Nadie será sometido a torturas ni a penas o tratos crueles inhumanos o  degradantes   Artículo
Swahili,Mtu ye yote asiteswe asiadhibiwe asidharauliwe au kutendewa kinyama au  kikatili   Kifungu cha
Swedish,Ingen får utsättas för tortyr eller grym omänsklig eller förnedrande behandling eller bestraffning    Artikel
Tagalog,Walang sino mang pahihirapan o lalapatan ng malupitdi makatao o nakalalait na  pakikitungo sa parusa   Artikulo
Tahitian,'Eiaha roa te ta'ata ia ha'avīhia ma te taparahihia ia fa'autu'ahia ma te ha'amauiuihia e te fa'afaufa'a'orehia 'aore ra ma te ha'ave'uve'uhia  'IRAVA
Tongan,Kunyina weelede kupezyegwa kutalanganyizyigwa mbuli muntu antela  kubelesyegwa mbuli cibbalo antela kupegwa cisubulo  Kapango
Turkish,Hiç kimse işkenceye zalimane gayriinsani haysiyet kırıcı cezalara veya  muamelelere tabi tutulamaz       Madde
Turkmen,Hiç kim öz adamçylyk mertebesini depeleýän kemsidiji gatnaşyga we rehimsiz  jeza çäresine duçar edilmeli däldir Madda
Ukrainian,Nixto ne povynen zaznavaty tortur abo žorstokoho neljudsʹkoho abo takoho ščo prynyžuje joho hidnistʹ povodžennja i pokarannja  Stattja
Uzbek,modda  Hech kim azob uqubatga eki vahshiylarcha insonlikka isnob bo'lgan eki qadr  qimmatni xurlaidigan muomala va jazoga mustahiq bo'lmasligi kerak
Venda,A hu na muthu ane a ḓo tambudzwa kana u farwa nga nḓila ya tshiṱuhu i songo teaho  muthu kana u farwa kana u ṱarafiwa nga nḓila i tsitsaho tshirunzi    Tshiteṅwa
Welsh,Ni ddylid poenydio neb na thrin na chosbi neb yn greulon annynol na’n  ddiraddiol      Erthygl
Xhosa,Akukho namnye oyakuphathwa gadalala ngenkohlakalo ngokungenabuntu  okanye ngempatho eluhlazo okanye isohlwayo   Inqaku lesi
