Language,Text
Afrikaans,Elkeen het die reg tot effektiewe kompensasie deur bevoegde nasionale  tribunale vir dade wat hul fundamentele reg skaad wat deur die wet of grondwet  aan hulle gegee is  Artikel
Azerbaijani,Hər bir insan Konstitusiya və ya qanunla ona verilən əsas hüquqlarının pozulması  hallarında səlahiyyətli məhkəmələr tərəfindən bu hüquqlarının səmərəli şəkildə bərpa  edilməsi hüququna malikdir     Maddə
Belarusian,Kožny čałaviek maje prava na efiektyŭnaje adnaŭlennie ŭ pravach kampietentnymi nacyjanałʹnymi sudami ŭ vypadkach parušennia jago asnoŭnych pravoŭ jakija dadzieny jamu kanstytucyjaj abo zakonam  Artykuł
Cantonese,tiu4 jam6 ho4 jan4 hoeng2 hin3 faat3 waak6 faat3 leot6 so2 fu3 jyu5 keoi5 ge3 gei1 bun2 kyun4 lei6 zou1 sau6 cam1 hoi6 si4 jau5 kyun4 bei2 hap6 gaak3 ge3 gwok3 gaa1 faat3 ting4 deoi3 ne1 zung2 cam1 hoi6 hang4 wai4 zok3 jau5 haau6 ge3 bou2 gau3   dai6
Catalan,Tota persona té dret a un recurs efectiu prop dels tribunals nacionals competents que l empari contra actes que violin els seus drets fonamentals reconeguts per la constitució o per la llei Article
Cebuano,Ang matag usa adunay katungod sa masangputong paagi sumala sa batid sa  mga husgadong nasyonal alang sa mga buhat nga kalapasan sa sukaranang  mga katungod nga gihatag kaniya sa Konstitusyon o sa balaod  Artikulo
Czech,Každý má právo aby mu příslušné vnitrostátní soudy poskytly účinnou ochranu  proti činům porušujícím základní práva která jsou mu přiznána ústavou nebo  zákonem   Článek
Danish,Enhver har ret til en fyldestgørende oprejsning ved de kompetente nationale domstole for handlinger der krænker de fundamentale rettigheder som forfatningen eller loven giver vedkommende  Artikel
Dutch,Een ieder heeft recht op daadwerkelijke rechtshulp van bevoegde nationale rechterlijke instanties tegen handelingen welke in strijd zijn met de grondrechten hem toegekend bij Grondwet of wet Artikel
English,Everyone has the right to an effective remedy by the competent national tribunals  for acts violating the fundamental rights granted him by the constitution or by law   Article
Estonian,Igal inimesel on temale konstitutsiooniga või seadusega tagatud põhiõiguste rikkumise korral õigus efektiivsele õiguste ennistamisele kompetentsete rahvuskohtute kaudu  Artikkel
Finnish,artikla  8 artikla  8 artikla  8 artikla      Jokaisella on oikeus tehokkaaseen hyvitykseen asianomaisessa kansallisessa  tuomioistuimessa häneen kohdistuneista teoista jotka loukkaavat hänelle  valtiosäännöllä tai lailla turvattuja perusoikeuksia
French,Toute personne a droit à un recours effectif devant les juridictions nationales  compétentes contre les actes violant les droits fondamentaux qui lui sont reconnus  par la constitution ou par la loi   Article
Frisian,Elk hat rjocht op doeltreffende rjochtshelp fan foechhawwende nasjonale rjochtlike ynstânsjes tsjin hanlingen dy't yn striid binne mei de grûnrjochten him takend by grûnwet of wet  Kêst
Galician,Toda persoa ten dereito a un recurso efectivo perante os tribunais nacionais competentes que a ampare contra os actos que violen os seus dereitos fundamentais recoñecidos pola constitución ou pola lei  Artigo
German,Jeder hat Anspruch auf einen wirksamen Rechtsbehelf bei den zuständigen  innerstaatlichen Gerichten gegen Handlungen durch die seine ihm nach der  Verfassung oder nach dem Gesetz zustehenden Grundrechte verletzt werden  Artikel
Hawaiian,Ua noa i nā kānaka apau ka ho’oponopono ‘ia ‘ana e ka ‘aha lunakānāwai mākaukau o ke aupuni o nā hana a ‘a’e ana i kona pono kīvila i hō’ike ‘ia ma ke kumukānāwai  Paukū
Hungarian,cikk   Minden személynek joga van az alkotmányban vagy a törvényben részére biztosított  alapvető jogokat sértő eljárások ellen a hazai bíróságokhoz tényleges jogorvoslatért  folyamodni
Icelandic,grein Nú sætir einhver maður meðferð er brýtur í bága við grundvallarréttindi þau sem tryggð eru í stjórnarskrá og lögum og skal hann þá eiga athvarf hjá dómstólum landsins til þess að fa hlut sinn réttan
Igbo,Onye o̟ bu̟la nwere ikike ikpe mmezi ga enwe nkawado o̟ha na eze nke ndi u̟lo̟ ikpe tozuru etozu nke obodo ma e nwee omume ndi megidere ikike nto̟ala nke e nyegasi̟ri̟ ya site n usoro o̟chi̟chi̟ ma o ̟bu̟ iwu  Nkeji edemede
Ilocano,Adda kalintegan iti tunggal meysa nga makibiang kadagiti rumbeng a  panangeddeng kadagiti pangukoman ti umili maipapan kadagiti aramid a  panangsalungasing kadagiti kangrunaan a kalintegan a naited kenkuana babaen  ti konstitusyon ken babaen iti linteg   Artikulo
Indonesian,Setiap orang berhak atas bantuan yang efektif dari pengadilan nasional yang  kompeten untuk tindakan pelanggaran hak hak dasar yang diberikan kepadanya  oleh undang undang dasar atau hukum   Pasal
Irish,Tá ag gach uile dhuine an ceart chun dul i muinín leigheas éifeachtach a fháil ó  na binsí náisiúnta inniúla i gcoinne gníomhartha a sháraíonn na cearta  bunúsacha a bhronn an bunreacht nó an dlí dó     Airteagal
Italian,Ogni individuo ha diritto ad un effettiva possibilità di ricorso a competenti  tribunali contro atti che violino i diritti fondamentali a lui riconosciuti dalla  costituzione o dalla legge      Articolo
Javanese,Saben uwong nduweni hak kapulihake kanthi trep saka sesambungane  kapatrapan pengadilan nasional tumrap tidak tanduk kang nalisir saka hak hak  baku kang dening angger angger (undang undang) kapasrahake dadi hake  BAB
Kazakh,bap Ѕr adam konstïtwcïyamen nemese zaњmen berilgen negizgi ќђќıќtarı bђzılѓan jaѓdayda ќђќıѓın ќђzıretti ђlttıќ sot arќılı tïimdi tџrde ќalpına keltirwge ќђќılı
Kyrgyz,statʼja  Ar bir adam ağa qonstitusija cana myjzam tarawynan berilgen negizgi  uquqtary buzulğan uçurlarda qompetentüü uluttuq sottor tarawynan  uquqtaryn toluq qalywyna keltirüü uquğuna ee
Latvian,pants Ikvienam ir tiesìbas uz efektìvu viða tiesìbu atjaunoøanu kompetentâs nacionâlajâs tiesâs gadìjumos par nodarìjumiem kas pârkâpj viða pamattiesìbas kas garantètas konstitúcijâ vai likumâ
Lithuanian,straipsnis Kiekvienas žmogus turi teisė pasinaudoti kompetentingais nacionalinais teismais savo teisėms atgauti kai jo pagrindinės teisės pripažįstamos jam konstitucijos ar įstatymo buvo pažeistos
Malagasy,Manan jo hitory amin ny Fitsarana misy ao amin ny taniny ny olona tsirairay raha mahatsapa fa hosena ny zo fototra nomen ny lalam  panorenana azy  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada pemulihan yang berkesan oleh tribunal  tribunal kebangsaan yang kompeten terhadap tindakan tindakan yang melanggar  hak hak asasi yang diberikannya oleh perlembagaan atau oleh undang undang   Perkara
