Language,Text
Afrikaans,Elkeen is geregtig op  n sosiale en internasionale orde waarin die regte en  vryhede beskryf in hierdie Verklaring ten volle verwesenlik kan word  Artikel
Azerbaijani,Hər bir insan hazırkı Bəyannamədə ifadə edilən hüquq və azadlıqların tam şəkildə  həyata keçirilməsinə şərait yaradan sosial və beynəlxalq idarə üsulu hüququna malikdir       Maddə
Belarusian,Kožny čałaviek maje prava na sacyjałʹny i mižnarodny paradak pry jakim pravy i svabody što vykładzieny ŭ getaj Dekłaracyi mogucʹ bycʹ całkam ažyccioŭleny  Artykuł
Cantonese,tiu4 jan4 jan4 jau5 kyun4 jiu3 kau4 jat1 zung2 se5 wui2 ge3 gim1 gwok3 zai3 ge3 dit6 zeoi6 hai2 ne1 zung2 dit6 zeoi6 noi6 ne1 syun1 jin4 so2 zoi3 ge3 kyun4 lei6 tung4 maai4 zi6 jau4 ho2 ji5 dak1 dou3 cung1 fan1 sat6 jin6  dai6
Catalan,Tota persona té dret a un ordre social i internacional en què els drets i llibertats proclamats en aquesta Declaració puguin ser plenament efectius Article
Cebuano,Ang matag usa adunay katungod sa sosyal ug internasyonal nga kalinaw nga  ang mga katungod ug mga kagawasan nga gipahayag niining Deklarasyon  mahimong matuman sa hingpit  Artikulo
Czech,Každý má právo na to aby vládl takový sociální a mezinárodní řád ve kterém by  práva a svobody stanovené v této deklaraci byly plně uplatněny   Článek
Danish,Enhver har krav på en social og international orden i hvilken de i denne erklæring nævnte rettigheder og friheder fuldtud kan virkeliggøres  Artikel
Dutch,Een ieder heeft recht op het bestaan van een zodanige maatschappelijke en internationale orde dat de rechten en vrijheden in deze Verklaring genoemd daarin ten volle kunnen worden verwezenlijkt Artikel
English,Everyone is entitled to a social and international order in which the rights and  freedoms set forth in this Declaration can be fully realized   Article
Estonian,Igal inimesle on õigus sotsiaalsele ja rahvusvahelisele korraldusele kus käesolevas deklaratsioonis toodud õigusi ja vabadusi on võimalik täies ulatuses rakendada  Artikkel
Finnish,artikla  28 artikla  28 artikla  28 artikla      Jokaisella on oikeus sellaiseen yhteiskunnalliseen ja kansainväliseen  järjestykseen jonka puitteissa tässä julistuksessa esitetyt oikeudet ja  velvollisuudet voivat täysin toteutua
French,Toute personne a droit à ce que règne sur le plan social et sur le plan international  un ordre tel que les droits et libertés énoncés dans la présente Déclaration puissent  y trouver plein effet  Article
Frisian,Elk hat rjocht op it bestean fan sa'n maatskiplike en ynternasjonale oarder dat de rjochten en frijheden neamd yn dizze ferklearring dêr folslein yn ferwêzentlike wurde kinne  Kêst
Galician,Toda persoa ten dereito a que se estableza unha orde social e internacional na que os dereitos e liberdades proclamados nesta Declaración se fagan plenamente efectivos  Artigo
German,Jeder hat Anspruch auf eine soziale und internationale Ordnung in der die in dieser  Erklärung verkündeten Rechte und Freiheiten voll verwirklicht werden können  Artikel
Hawaiian,Ua noa i nā kānaka apau ka nohona i ho’onohonoho ‘ia ma kona aupuni a me nā aupuni apau kahi e kō ai nā pono i helu ‘ia ma kēia Hō’ike  Paukū
Hungarian,cikk  Minden személynek joga van ahhoz hogy mind a társadalmi  mind a nemzetközi viszonyok tekintetében olyan rendszer uralkodjék  amelyben a jelen Nyilatkozatban kinyilvánított jogok és szabadságok  teljes hatállyal érvényesülhessenek
Icelandic,grein Hverjum manni ber réttur til þess þjóðfélags  og milliþjóðaskipulags er virði og framkvæmi að fullu mannréttindi þau sem í yfirlýsingu þessari eru upp talin
Igbo,Onye o̟ bu̟̟la tozuru oke inwe nbazi ime obodo na nke jiko̟tara mba na ibe ya nke ga ekwe ka ikike na ohere ndi e gosipu̟tara na Nkuwuwaputa a zuo ezuo  Nkeji edemede
Ilocano,Tunggal meysa ket maikari iti maysa nga gimong ken ti nailubongan a kinatalna  nga isu dagiti kalintegan ken wayawaya nga nailanad iti deytoy a Pakdaar nga  nasken a maamiris a naan anay  Artikulo
Indonesian,Setiap orang berhak atas suatu tatanan sosial dan internasional di mana hak hak  dan kebebasan kebebasan yang termaktub di dalam Pernyataan ini dapat  dilaksanakan sepenuhnya   Pasal
Irish,Tá gach aon duine i dteideal ord sóisialta agus idirnáisiúnta inar féidir na cearta  agus na saoirsí atá nochtaithe sa Dearbhú seo a fhíorú go huile agus go  hiomlán ar fad    Airteagal
Italian,Ogni individuo ha diritto ad un ordine sociale e internazionale nel quale i diritti  e le libertà enunciati in questa Dichiarazione possano essere pienamente  realizzati  Articolo
Javanese,Saben uwong darbe hak ingatase pranatan sosial nasional lan internasional  salaras karo hak hak lan kabebasan kabebasan kang kamot ing Pranyatan iki  bisa kanthi temen maujud  BAB
Kazakh,bap Ѕr adam osı deklaracïyada bayandı etilgen kђќıќtar men bostandıќtardı tolıќ jџzege asıra alatın ѕlewmettik jѕne xalıќaralıќ tѕrtipke ќђќılı
Kyrgyz,statʼja  Ar bir adam uşul Deklarasijada ajtylğan uquqtar menen erkindikter toluq  işke aşyşy mümkün bolğon sosialdyq cana el aralyq tartipke uquqtuu
Latvian,pants Ikvienam ir tiesìbas uz sociâlo un starptautisko kârtìbu kurâ var tikt pilnìbâ ìstenotas øajâ Deklarâcijâ izklâstìtâs tiesìbas un brìvìbas
Lithuanian,straipsnis Kiekvienas žmogus turi teisę į tai kad visuomenėje ir tapr tautų įsiviešpatautų tokia tvarka kurioje galėtų būti visiškai įgyvendintos teisės ir laisvės išdėstytos šioje Deklaracijoje
Malagasy,Manan jo hivelatra ao anatina rafitra mitandro ny zo sy ny fahafahana fototra voalaza ato anatin ity fanambarana ity ny olon  drehetra eo amin ny lafiny sosialy sy iraisam pirenena  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada suatu susunan sosial dan antarabangsa  dalam mana hak hak asasi dan kebebasan yang termaktub dalam Perisytiharan  ini boleh dijadikan kenyataan sepenuhnya   Perkara
Mandarin,tiáo rén rén yǒu quán yào qiú yī zhǒng shè huì de hé guó jì de zhì xù  zài zhè zhǒng zhì xù zhōng  běn xuān yán suǒ zài de quán lì hé zì yóu néng huò dé chōng fēn shí xiàn  dì
Maori,Rua tekau ma waru E whai tika ana ia tangata ki tētahi punaha hapori i tōna whenua me te ao whānui e mana katoa ai ngā tika me ngā herekoretanga kei tēnei Whakapuakitanga e rārangi ana Rārangi
Nigerian Pidgin,Evri bodi get right to soshia and intanashuna order wia di right and fridom wey we don tok fi de  possible   ARTICLE
Norwegian,Enhver har krav på en sosial og internasjonal orden som fullt ut kan virkeliggjøre  de rettigheter og friheter som er nevnt i denne erklæring   Artikkel
Occitan,Tota persona a lo drech que s establisca un òrdre social e ont los dreches e las libertats enonciats dins aicesta Declaracion se pòscan aplicar plenament  Article
Polish,Każdy człowiek ma prawo do takiego porządku społecznego i międzynarodowego w którym prawa i wolności zawarte w niniejszej Deklaracji byłyby w pełni realizowane  Artykuł
Portuguese,Toda a pessoa tem direito a que reine no plano social e no plano internacional uma ordem capaz de  tornar plenamente efectivos os direitos e as liberdades enunciadas na presente Declaração     Artigo
Romanian,Orice persoană are dreptul la o orînduir socială şi internaţională în care drepturile  şi libertăţile expuse în prezenta Declaraţie pot fi pe deplin înfăptuite  Articolul
Russian,Každyj čelovek imeet pravo na socialʹnyj i meždunarodnyj porjadok pri kotorom prava i svobody izložennye v nastojaŝej Deklaracii mogut bytʹ polnostʹju osuŝestvleny  Statʹja
Samoan,O tagata taitoatasi uma e tatau ona mafai ona nofo i se atunuu pulea lelei faapea foi ma se lalolagi e  pulea lelei atunuu uma ma ua tausisia aia tatau ma saolotoga ua taua mai i lenei Tautinoga  Mataupu
Scots,Awbody is entitelt til a social and international order in the whilk the richts and freedoms  furthset in this Declaration can kythe in ful    Airticle
Serbian,Svako ima pravo na društveni i medjunarodni poredak u kojem prava i slobode  objavljeni u ovoj Deklaraciji mogu biti potpuno ostvareni      Član
Spanish,Toda persona tiene derecho a que se establezca un orden social e internacional  en el que los derechos y libertades proclamados en esta Declaración se hagan  plenamente efectivos   Artículo
Swahili,Ni haki kila mtu alindwe na taratibu au kanuni za jamii na zinazohusu mataifa  mbalimbali ambazo ndani yake uhuru na haki zilizoelezwa katika Taarifa hii  zinaweza kuhifadhiwa barabara   Kifungu cha
Swedish,Var och en har rätt till ett socialt och internationellt system där de rättigheter och friheter som behandlas i  denna förklaring till fullo kan förverkligas    Artikel
Tagalog,Ang bawat tao y may karapatan sa kaayusang panlipunan at pandaigdig na ang  mga karapatan at mga kalayaang itinakda sa Pahayag na ito ay ganap na  maisasakatuparan   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata ato'a i te manara'a i te pae 'avirira'ata'ata e i te pae va'a'ai'a pā'āto'a o te hō'ē fa'aterera'a i reira te mau ti'amanara'a e te mau ti'amāra'a i porohia i roto i teie Fa'ira'a e mana rahi roa ai  'IRAVA
Tongan,Oonse muntu ulizumizyilwe Kuba mumakamu alimwi amunkamu zyijatikizya masi  manji oomo mujanwa lwaanguluko lwakazuminanwa akwaambilizyigwa amilawo  ya mbunga eeyi  Kapango
Turkish,Herkesin işbu Beyannamede derpiş edilen hak ve hürriyetlerin tam tatbikini  sağlayacak bir sosyal ve milletlerarası nizama hakkı vardır   Madde
Turkmen,Her bir adam bu Deklarasiýada beýan edilen hukuklaryň we azatlyklaryň doly  dabaralanyp biljek sosial hem de halkara gurluşyna haklydyr   Madda
Ukrainian,Kožna ljudyna maje pravo na socialʹnyj i mižnarodnyj porjadok pry jakomu prava i svobody vykladeni v cij Deklaraciji možutʹ buty povnistju zdijsneni  Stattja
Uzbek,modda  Har bir inson Mazkur Deklaratciyada baen etilgan huquqlar va erkinliklar to'la  to'kis ro'ebga chiqadigan ijtimoiy va xalqaro tartib bo'lishi huquqiga egadir
Venda,Muthu muṅwe na muṅwe u na pfanelo ya nzudzanyo ya u tshilisana na ya zwa mashango  a dzitshakatshaka zwine pfanelo na mbofholowo zwo sumbedzwaho kha uyu mulevho  zwi nga bveledzwa nga vhuḓalo       Tshiteṅwa
Welsh,Y mae gan bawb hawl i drefn gymdeithasol a rhyngwladol lle y gellir llawn  sylweddoli'r hawliau a'r rhyddfreintiau a nodir yn y Datganiad hwn  Erthygl
