Language,Text
Afrikaans,Niemand sal onderworpe wees aan arbitrêre inmenging met sy privaatheid  familie woning of korrespondensie nie of aan aanvalle op sy eer en reputasie  nie Elkeen het die reg tot beskerming deur die wet teen sulke inmenging of  aanvalle  Artikel
Azerbaijani,Heç kimin şəxsi və ailə həyatına özbaşınalıqla müdaxilə evinin toxunulmazlığına gizli  məktublaşmalarına şərəf və nüfuzuna özbaşınalıqla qəsd edilə bilməz Hər bir insan bu  cür müdaxilələrdən və ya belə qəsdlərdən qanunla müdafiə olunmaq hüququna malikdir         Maddə
Belarusian,Ni nad kim nie pavinny ŭčyniacca samavołʹnaje ŭmiašannie ŭ jago asabistaje i siamiejnaje žyccio samavołʹny zamach na niedatykałʹnascʹ jago žyłla tajnu jago karespandencyi abo na jago gonar i reputacyju Kožny čałaviek maje prava na abaronu zakonu ad takoga ŭmiašannia abo takich zamachaŭ  Artykuł
Cantonese,tiu4 jam6 ho4 jan4 ge3 si1 saang1 wut6 gaa1 ting4 zyu6 zaak6 tung4 maai4 tung1 seon3 m4 hou2 jam6 ji3 gon1 sip3 keoi5 ge3 wing4 jyu6 tung4 maai4 ming4 jyu6 m4 hou2 gaa1 ji5 gung1 gik1 jan4 jan4 jau5 kyun4 bei2 faat3 leot6 bou2 wu6 ji5 m4 sau6 ne1 zung2 gon1 sip3 waak6 gung1 gik1   dai6
Catalan,Ningú no serà objecte d intromissions arbitràries en la seva vida privada la seva família el seu domicili o la seva correspondència ni d atacs al seu honor i reputació Tothom té dret a la protecció de la llei contra tals intromissions o atacs Article
Cebuano,Walay si bisan kinsa ang ibutang sa dili makatarunganong pagpanghilabot sa  iyang pag inusara pamilya puloy anan o komunikasyon ni ataki sa iyang  dungog ug maayong pangalan Ang matag usa may katungod sa pagpanalipod  atubangan sa balaod batok sa nahisgutang dili makatarunganong pag ataki  Artikulo
Czech,Nikdo nesmí být vystaven svévolnému zasahování do soukromého života do  rodiny domova nebo korespondence ani útokům na svou čest a pověst Každý  má právo na zákonnou ochranu proti takovým zásahům nebo útokům   Článek
Danish,Ingen må være genstand for vilkårlig indblanding i private forhold familie hjem eller korrespondance ej heller for angreb på ære og omdømme Enhver har ret til lovens beskyttelse mod sådan indblanding eller angreb  Artikel
Dutch,Niemand zal onderworpen worden aan willekeurige inmenging in zijn persoonlijke aangelegenheden in zijn gezin zijn tehuis of zijn briefwisseling noch aan enige aantasting van zijn eer of goede naam Tegen een dergelijke inmenging of aantasting heeft een ieder recht op bescherming door de wet Artikel
English,No one shall be subjected to arbitrary interference with his privacy family home  or correspondence nor to attacks upon his honour and reputation Everyone has  the right to the protection of the law against such interference or attacks   Article
