Language,Text
Afrikaans,Elkeen het die reg tot vryheid van denke gewete en godsdiens hierdie reg sluit  in die reg om van godsdiens of geloof te verander en die vryheid om hetsy  alleen of in  n gemeenskap hierdie godsdiens of geloof te beoefen deur  verkondiging aanbidding of heiliging  Artikel
Azerbaijani,Hər bir insan düşüncə vicdan və din azadlığı hüququna malikdir bu hüquqa öz dinini və  ya əqidəsini dəyişmək azadlığı öz dininə və ya əqidəsinə həm təkbaşına həm də  başqaları ilə birlikdə dini təlimdə ibadətdə və dini mərasim qaydalarının yerinə  yetirilməsində açıq və özəl qaydada etiqad etmək azadlığı daxildir       Maddə
Belarusian,Kožny čałaviek maje prava na svabodu dumki sumlennia i rełigii geta prava ŭklučaje svabodu mianiacʹ svaju rełigiju abo pierakanni i svabodu spaviadacʹ svaju rełigiju abo pierakananni jak adnaasobna tak i razam z inšymi pubłičnym abo pryvatnym paradkam u vučenni bogasłuženni i vykananni rełigijnych i rytuałʹnych abradaŭ  Artykuł
Cantonese,tiu4 jan4 jan4 jau5 si1 soeng2 loeng4 sam1 tung4 zung1 gaau3 zi6 jau4 ge3 kyun4 lei6 ；ne1 hong6 kyun4 lei6 baau1 kut3 goi2 bin3 keoi5 ge3 zung1 gaau3 waak6 seon3 joeng5 ge3 zi6 jau4 ji5 kap6 daan1 duk6 waak6 zaap6 tai2 gung1 hoi1 waak6 bei3 mat6 dei6 ji5 gaau3 ji6 sat6 cin5 lai5 baai3 tung4 gaai3 leot6 biu2 si6 keoi5 ge3 zung1 gaau3 waak6 seon3 joeng5 ge3 zi6 jau4  dai6
Catalan,Tota persona té dret a la llibertat de pensament de consciència i de religió aquest dret inclou la llibertat de canviar de religió o de creença i la llibertat individualment o col lectivament en públic o en privat de manifestar la seva religió o creença per mitjà de l ensenyament la pràctica el culte i l observança Article
Cebuano,Ang matag usa adunay katungod sa kagawasan sa hunahuna tanlag ug  relihiyon Kining katungod nagalakip sa kagawasan sa pag ilis sa iyang relihiyon  o pagtoo ug kagawasan bisan mag inusara o katilingbanon lakip ang uban og sa  publiko o pribado sa pagpadayag sa iyang relihiyon o pagtoo o pagtudlo sa  pagtoo pagbansay pagsimba ug pagtuman  Artikulo
Czech,Každý má právo na svobodu myšlení svědomí a náboženství toto právo  zahrnuje v sobě i volnost změnit své náboženství nebo víru jakož i svobodu  projevovat své náboženství nebo víru sám nebo společně s jinými ať veřejně  nebo soukromě vyučováním prováděním náboženských úkonů bohoslužbou a  zachováváním obřadů   Článek
Danish,Enhver har ret til tanke  samvittigheds  og religionsfrihed denne ret omfatter frihed til at skifte religion eller tro og frihed til enten alene eller i fællesskab med andre offentligt eller privat at give udtryk for sin religion eller tro gennem undervisning udøvelse gudsdyrkelse og overholdelse af religiøse forskrifter  Artikel
Dutch,Een ieder heeft recht op vrijheid van gedachte geweten en godsdienstdit recht omvat tevens de vrijheid om van godsdienst of overtuiging te veranderen alsmede de vrijheid hetzij alleen hetzij met anderen zowel in het openbaar als in zijn particuliere leven zijn godsdienst of overtuiging te belijden door het onderwijzen ervan door de praktische toepassing door eredienst en de inachtneming van de geboden en voorschriften Artikel
English,Everyone has the right to freedom of thought conscience and religion this right  includes freedom to change his religion or belief and freedom either alone or in  community with others and in public or private to manifest his religion or belief in  teaching practice worship and observance   Article
