Language,Text
Estonian,Igal inimesel peavad olema kõik käesoleva deklaratsiooniga välja kuulutatud õigused ja vabadused olenemata rassist nahavärvusest soost usulisest poliitilisest või muudest veendumustest rahvuslikust või sotsiaalsest päritolust varanduslikust seisuslikust või muust seisundist  Lisaks sellele ei tohi inimeste vahel vahet teha riigi või territooriumi poliitilise õigusliku või rahvusvahelise seisundi põhjal olenemata sellest kas territoorium mille kodanik ollakse on sõltumatu hooldusalune või mõnel muul viisil oma suveräänsuses piiratud  Artikkel
Finnish,artikla  2 artikla  2 artikla  2 artikla      Jokainen on oikeutettu kaikkiin tässä julistuksessa esitettyihin oikeuksiin ja  vapauksiin ilman minkäänlaista rotuun väriin sukupuoleen kieleen uskontoon  poliittiseen tai muuhun mielipiteeseen kansalliseen tai yhteiskunnalliseen  alkuperään omaisuuteen syntyperään tai muuhun tekijään perustuvaa erotusta    Mitään erotusta ei myöskään pidä tehdä sen maan tai alueen valtiollisen  hallinnollisen tai kansainvälisen aseman perusteella johon henkilö kuuluu olipa  tämä alue itsenäinen huoltohallinnossa itsehallintoa vailla tai  täysivaltaisuudeltaan minkä tahansa muun rajoituksen alainen
French,Chacun peut se prévaloir de tous les droits et de toutes les libertés proclamés dans  la présente Déclaration sans distinction aucune notamment de race de couleur de  sexe de langue de religion d opinion politique ou de toute autre opinion d origine  nationale ou sociale de fortune de naissance ou de toute autre situation   De plus il ne sera fait aucune distinction fondée sur le statut politique juridique ou  international du pays ou du territoire dont une personne est ressortissante que ce  pays ou territoire soit indépendant sous tutelle non autonome ou soumis à une  limitation quelconque de souveraineté   Article
Frisian,Elk hat oanspraak op alle rjochten en frijheden yn dizze Ferklearring opneamd sûnder hokker ûnderskie ek mar lykas ras kleur slachte taal godstsjinst politike of oare oertsjûging nasjonaal of maatskiplik komôf eigendom berte of oare status  Fierder sil gjin ûnderskie makke wurde nei politike juridyske of ynternasjonale status fan it lân of gebiet dêr't immen ta heart likefolle as it om in ûnôfhinklik trust  of net selsbestjoerend gebiet giet of as der in oare beheining fan 'e sûvereiniteit bestiet  Kêst
Galician,Toda persoa ten os dereitos e liberdades proclamados nesta Declaración sen distinción ningunha de raza cor sexo idioma relixión opinión política ou de calquera outra índole orixe nacional ou social posición económica nacemento ou calquera outra condición Ademais non se fará ningunha distinción baseado na condición política xurídica ou internacional do país ou territoiro da xurisdicción do cal dependa unha persoa tanto se se trata dun país independente coma dun territorio baixo administración fiduciaria non autónomo ou sometido a calquera outra limitación de soberanía  Artigo
German,Jeder hat Anspruch auf alle in dieser Erklärung verkündeten Rechte und Freiheiten  ohne irgendeinen Unterschied etwa nach Rasse Hautfarbe Geschlecht Sprache  Religion politischer oder sonstiger Anschauung nationaler oder sozialer Herkunft  Vermögen Geburt oder sonstigem Stand  Des weiteren darf kein Unterschied gemacht werden auf Grund der politischen  rechtlichen oder internationalen Stellung des Landes oder Gebietes dem eine Person  angehört gleichgültig ob dieses unabhängig ist unter Treuhandschaft steht keine  Selbstregierung besitzt oder sonst in seiner Souveränität eingeschränkt ist  Artikel
Hawaiian,Ua noa i nā kānaka apau loa nā pono kīvila i helu ‘ia ma kēia Hō’ike me ka ho’okae ‘ole i ka lāhui i ka wai ho’olu’u o ka ‘ili i ke kāne a i ‘ole ka wahine ka ‘ōlelo ka ho’omana ka mana’o politika a me nā mana’o ‘ē a’e ka ‘āina a pilina paha i hānau ‘ia ai ka waiwai ke kūlana hanauna a me nā kūlana ‘ē a’e Eia ho’i ‘a’ole e ho’okae ‘ia ke kanaka ma muli o ke kūlana politika a me ke kuleana kūloko a kūwaho ho’i o kona aupuni nona mai ‘o ia inā paha he aupuni kū’oko’a he ‘āina noho kahu ‘ia a i ‘ole ho’i he ‘āina i kaupalena ‘ia kona kū’oko’a ‘ana  Paukū
Hungarian,cikk   Mindenki bármely megkülönböztetésre nevezetesen fajra színre nemre nyelvre vallásra  politikai vagy bármely más véleményre nemzeti vagy társadalmi eredetre vagyonra  születésre vagy bármely más körülményre való tekintet nélkül hivatkozhat a jelen  Nyilatkozatban kinyilvánított összes jogokra és szabadságokra   Ezenfelül nem lehet semmiféle megkülönböztetést tenni annak az országnak vagy  területnek politikai jogi vagy nemzetközi helyzete alapján sem amelynek a személy  állampolgára aszerint hogy az illető ország vagy terület független gyámság alatt áll nem  autonóm vagy szuverenitása bármely vonatkozásban korlátozott
Icelandic,grein Hver maður skal eiga kröfu á réttindum þeim og því frjálsræði sem fólgin eru í yfirlýsingu þessari og skal þar engan greinarmun gera vegna kynþáttar litarháttar kynferðis tungu trúar stjórnmálaskoðana eða annarra skoðana þjóðernis uppruna eigna ætternis eða annarra aðstæðna Eigi má heldur gera greinarmun á mönnum fyrir sakir stjórnskipulags lands þeirra eða landsvæðis þjóðréttarstöðu þess eða lögsögu yfir því hvort sem landið er sjálfstætt ríki umráðasvæði sjálfstjórnarlaust eða á annan hátt háð takmörkunum á fullveldi sínu
Igbo,Onye o̟ bu̟la tozuru iwe ikike na ohere nile e wepu̟tara na Nkwuwapu̟ta nke a  n enweghi i̟kpa oke o̟ bu̟la di̟ ka nke agbu̟ru̟ u̟cha akpu̟kpo̟ ahu̟ i̟bu̟ nwoke ma o̟ bu̟ nwanyi̟ asu̟su̟ okpukpe chi echiche banyere o̟chi̟chi̟ ma o̟ bu̟ ihe o̟zo̟ obodo ma o̟ bu̟ o̟ n obodo aku̟ o̟no̟du̟ o̟mu̟mu̟ ma o̟ bu̟ o̟no̟du̟ o̟zo̟ Ozo̟kwa a gaghi̟ enwe i̟kpa oke gbadoro u̟kwu̟ n o̟no̟du̟ o̟̟̟chi̟chi̟ nleko̟ta ma o̟ bu̟ mmeko̟ri̟ta mba na mba nke obodo ma o̟ bu̟ oke ala onye no̟ na ya n agbanyeghi ma ebe ahu̟ o nwe onwe ya o̟ no̟ na nleko̟ta anya o̟ no̟ n okpuru o̟chi̟chi̟̟ o̟zo̟ ma o nwere ihe o̟zo̟ gbochiri ya inwe ntozu oke di̟ ka mba  Nkeji edemede
Ilocano,Maikairi iti tunggal meysa kadagiti amin nga kalintegan ken wayawaya nga  intuyang deytoy nga Panangipakdaar nga awan ti maidaddaduma ania man a  kita ti puli kulor lalaki man wenno babai pagsasao pammati politikal wenno  dadduma pay a kapanunotan umili wenno iti nagtaudan sanikua panakaiyanak  wenno sabsabali pay nga kasasaad  Meysa pay awan ti maidaddaduma nga aramid maipapan ti batayan politikal  hurisdiksyonal wenno kasasaad iti nailubongan nga pagilyan wenno teritoryo iti  adda nga ayan ti tao agwayawaya man a sitatalek di nga makapagwayawaya  wenno adda iti babaen kadagiti aniaman a sabsabali pay a naikeddeng a  panagturay  Artikulo
Indonesian,Setiap orang berhak atas semua hak dan kebebasan kebebasan yang tercantum  di dalam Pernyataan ini tanpa perkecualian apapun seperti ras warna kulit jenis  kelamin bahasa agama politik atau pendapat yang berlainan asal mula  kebangsaan atau kemasyarakatan hak milik kelahiran ataupun kedudukan lain   Di samping itu tidak diperbolehkan melakukan perbedaan atas dasar kedudukan  politik hukum atau kedudukan internasional dari negara atau daerah dari mana  seseorang berasal baik dari negara yang merdeka yang berbentuk wilayah  wilayah perwalian jajahan atau yang berada di bawah batasan kedaulatan yang  lain   Pasal
Irish,Tá gach uile dhuine i dteideal na gceart agus na saoirsí go léir atá leagtha  amach sa Dearbhú seo gan idirdhealú de chineál ar bith ar nós cine dath  craicinn gnéas teanga creideamh tuairim pholaitiúil nó tuairim eile bunadh  náisiúnta nó sóisialta maoin breith nó stádas ar bith eile     Thairis sin ní déanfar aon idirdhealú ar fhoras stádas polaitiúla dlínsiúla nó  idirnáisiúnta atá ag an tír nó ag an gcríoch lena mbaineann duine cibé acu atá  an tír seo nó an chríoch seo neamhspleách ina h iontaobhas nó neamh fhéin  rialaitheach nó faoi teorannú ar bith eile ar a bhflaitheas     Airteagal
Italian,Ad ogni individuo spettano tutti i diritti e tutte le libertà enunciate nella  presente Dichiarazione senza distinzione alcuna per ragioni di razza di  colore di sesso di lingua di religione di opinione politica o di altro genere di  origine nazionale o sociale di ricchezza di nascita o di altra condizione  Nessuna distinzione sarà inoltre stabilita sulla base dello statuto politico  giuridico o internazionale del paese o del territorio cui una persona appartiene  sia indipendente o sottoposto ad amministrazione fiduciaria o non autonomo  o soggetto a qualsiasi limitazione di sovranità  Articolo
Javanese,Saben uwong darbe hak tumrap hak lan kebebasan kebebasan kang tinulis ing  Pranyatan Umum iki tanpa pilih kasih kabeh warata lan adil ing samubarang  kayata beda bedaning ras warnaning awak (walulang) beda bedaning lanang  lan wadon basa agama politik lan panemu liyane asal usul suku bangsa lan  bebrayan hak darbe tatalair lan kalungguhan liyane  Sakbanjureora bakal ana prabedane tumrap kalungguhan politik angger angger  (undang undang) utowa kalungguhan internasional saka negara utowa laladan  asal usuling sawijinging uwong sanadyan saka negara mardika laladan laladan  ing panguwasaning wali jajahan utawa kang winengku ing kawasaning liyan  BAB
Kazakh,bap Ѕr adam nѕsiline tџr tџsine jınısına tiline dinine sayasï nemese basќa da nanım senimderine ђlttıќ nemese ѕlewmettik tegine mџliktik tektik toptıќ nemese basќa da jaѓdayattarѓa ќaramastan osı Deklaracïyada jarïyalanѓan barlıќ ќђќıќtar men bostandıќtarѓa alalanbay birdey teњ ïe bolwı tïis Sonımen ќatar eşkim de љzi tђratın eliniњ ne bolmasa terrïtorïyanıњ sayasï ќђќıќtıќ nemese xalıќaralıќ mѕrtebesiniњ negizi boyınşa jѕne de ol terrïtorïya tѕwelsiz ѕlde birewdiњ ќaramaѓında ѕlde љzin љzi basќarwşı emes nemese onıњ egemendigi ѕrtџrli nısanda şektewli bolѓan kџnniњ љzinde de alalanbawı tïis
Kyrgyz,statʼja   Ar bir adam rasasyna terisinin tüsünö cynysyna tiline dinine sajasij  ce başqa ynanymdaryna uluttuq ce sosialdyq negizine mülkünö  tek cajyna ce başqa awalynyn ajyrmaçylyqtaryna qarawastan uşul  Deklarasija arqyluu caryjalanğan bardyq uquqtar menen erkindikterge ee  boluuğa tijiş   Andan tyşqary adam caşağan ajmaqtyn köz qarandy emestigine  közömölgö  alynğandyğyna  özün özü  başqarbağandyğyna  ce  egemendigindegi qandajdyr bir çektöölörgö qarawastan al ölkönün ce  ajmaqtyn sajasij uquqtuq ce el aralyq statusunun negizinde eç qandaj  ajyrmaçylyqtar boluuğa tijiş emes
Latvian,pants Ikvienam ir tiesìbas uz visâm øajâ Deklarâcijâ pasludinâtajâm tiesìbâm un brìvìbâm bez jebkâda veida atøæirìbas pèc rases âdas krâsas dzimuma valodas reliåijas politiskâs vai citas pârliecìbas nacionâlâs vai sociâlâs izcelsmes mantiskâ stâvokîa dzimøanas vai cita statusa  Turklât nedrìkst noteikt nekâdu atøæirìbu pèc tâs valsts vai teritorijas politiskâ tiesiskâ vai starptautiskâ statusa pie kuras cilvèks pieder neatkarìgi no tâ vai øì teritorija ir neatkarìga aizbildnìbâ esoøa bez paøpârvaldes vai kaut kâ citâdi ierobeýota savâ suverenitâtè
Lithuanian,straipsnis Kiekvienas žmogus gali naudotis visomis teisėmis ir laisvėmis paskelbtomis šioje Deklaracijoje be jokių skirtumų tokių kaip rasė odos spalva lytis kalba religija politiniai ar kitokie įsitikinimai nacionalinė ar socialinė kilmė turtinė jo gimimo ar kokia nors kitokia padėtis  Be to neturi būti daroma jokių skirtumų remiantis šalies ar teritorijos kuriai priklauso žmogus politiniu teisiniu ar tarptautiniu statusu dėl to kad ši šalis ar teritorija yra nepriklausoma globojama nesavavaldi ar kaip nors kitaip apribotas jos suverenitetas
Malagasy,Samy afaka hizaka ny zo sy ny fahafahana rehetra voalaza ato amin ity Fanambarana ny Zon olombelona ity ny tsirairay na inona volon kodiny na firazanany na vavy na lahy na manao ahoana na manao ahoana firehin keviny sy fivavahany sy izay fihaviany na laharana sosialy misy azy na inona  Ambonin izany tsy tokony hahatonga fanavahana mihitsy izay sata politika zakain ilay firenena nipoiran ny olona na mahaleotena na zanatany na eo ambany fitantanan ny Firenena Mikambana na mizaka tena izany tany izany  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada semua hak hak dan kebebasan yang  termaktub dalam Perisytiharan ini tanpa sebarang apa jua pembezaan seperti  bangsa warna kulit jantina bahasa ugama faham politik atau lain lain  fahaman asal usul bangsa keturunan atau sosial harta benda kelahiran atau  apa apa taraf lain   Seterusnya tiada sebarang pembezaan boleh dibuat berasaskan pada taraf  politik atau bidangkuasa ataupun antarabangsa sesebuah negara atau wilayah  datangnya seseorang itu sama ianya merdeka beraùanah tanpa pemerintahan  sendiri atau berada di bawah apa apa sekatan kedaulatan lainnya   Perkara
Mandarin,tiáo rén rén yǒu zī gé xiǎng yǒu běn xuān yán suǒ zài de yī qiē quán lì hé zì yóu  bù fēn zhǒng zú  fū sè  xìng bié  yǔ yán  zōng jiào  zhèng zhì huò qí tā jiàn jiě  guó jí huò shè huì chū shēn  cái chǎn  chū shēng huò qí tā shēn fēn děng rèn hé qū bié  bìng qiě bù dé yīn yī rén suǒ shǔ de guó jiā huò lǐng tǔ de zhèng zhì de  xíng zhèng de huò zhě guó jì de dì wèi zhī bù tóng ér yǒu suǒ qū bié  wú lùn gāi lǐng tǔ shì dú lì lǐng tǔ  tuō guǎn lǐng tǔ  fēi zì zhì lǐng tǔ huò zhě chǔ yú qí tā rèn hé zhǔ quán shòu xiàn zhì de qíng kuàng zhī xià  dì
Maori,Tuarua E āhei ana ia tangata ki ngā tika me ngā herekoretanga e rārangi mai nei ki tēnei Whakapuakitanga kāhore nei he rerekētanga ā iwi ā kiri ā ira ā reo ā whakapono ātōrangapū ā whenua ā whai rawa ā whānautanga ā aha nei Hei āpiti atu kāhore nei he rerekētanga e pā ki te tangata nā runga i te āhua tōrangapū o te whenua e noho nei ia i te āhua ā ture rānei i te tūranga rānei o taua whenua ki waenga i ngā whenua o te ao ahakoa he whenua tū motuhake he whenua e tiakina ana e tētahi atu he whenua rānei e herea nei tōna rangatiratanga Rārangi
Nigerian Pidgin,Dem no go judge di mata base on politika legal territory  or intanashuna status of di kontri wia  persin kom from weda di kontri de on hin own or e get trust or say na dem de rule der sef or weda  dem de ani rule  ARTICLE
Norwegian,Enhver har krav på alle de rettigheter og friheter som er nevnt i denne erklæring  uten forskjell av noen art f eks på grunn av rase farge kjønn språk religion  politisk eller annen oppfatning nasjonal eller sosial opprinnelse eiendom fødsel  eller annet forhold   Det skal heller ikke gjøres noen forskjell på grunn av den politiske rettslige eller  internasjonale stilling som innehas av det land eller det område en person hører  til enten landet er uavhengig står under tilsyn er ikke selvstyrende eller på  annen måte har begrenset suverenitet   Artikkel
Occitan,Tota persona se pòt prevaler de totes los dreches e de totas las libertats proclamada dins la presenta Declaracion sense cap de distincion de raça de color de sèxe de lenga de religion d opinion politica o d autra mena d origina nacionala o sociala de fortuna de naissença o de quina autra situacion que siá  Se farà pas tanpauc cap de distincion fondada sus l estatut politic administratiu e internacional de país o territòri que la persona ne depend juridicament qu aquel país o territòri siá independent jos tutèla non autonòme o somés a quina limitacion de sobeiranetat que siá  Article
Polish,Każdy człowiek posiada wszystkie prawa i wolności zawarte w niniejszej Deklaracji bez względu na jakiekolwiek różnice rasy koloru płci języka wyznania poglądów politycznych i innych narodowości pochodzenia społecznego majątku urodzenia lub jakiegokolwiek innego stanu  Nie wolno ponadto czynić żadnej różnicy w zależności od sytuacji politycznej prawnej lub międzynarodowej kraju lub obszaru do którego dana osoba przynależy bez względu na to czy dany kraj lub obszar jest niepodległy czy też podlega systemowi powiernictwa nie rządzi się samodzielnie lub jest w jakikolwiek sposób ograniczony w swej niepodległości  Artykuł
Portuguese,Todos os seres humanos podem invocar os direitos e as liberdades proclamados na presente  Declaração sem distinção alguma nomeadamente de raça de cor de sexo de língua de religião de  opinião política ou outra de origem nacional ou social de fortuna de nascimento ou de qualquer  outra situação Além disso não será feita nenhuma distinção fundada no estatuto político jurídico  ou internacional do país ou do território da naturalidade da pessoa seja esse país ou território  independente sob tutela autônomo ou sujeito a alguma limitação de soberania     Artigo
Romanian,Fiecare om se poate prevala de toate drepturile şi libertăţile proclamate în  prezenta Declaraţie fără nici un fel de deosebire ca de pildă deosebirea de  rasă culoare sex limbă religie opinie politică sau orice altă opinie de origine  naţională sau socială avere naştere sau orice alte împrejurări   În afară de aceasta nu se va face nici o deosebire după statutul politic juridic  sau internaţional al ţării sau al teritoriului de care ţine o persoană fie că această  ţară sau teritoriu sînt independente sub tutelă neautonome sau supuse vreunei  alte limitări a suveranităte  Articolul
Russian,Každyj čelovek dolžen obladatʹ vsemi pravami i vsemi svobodami provozglašennymi nastojaŝej Deklaraciej bez kakogo by to ni bylo različija kak to v otnošenii rasy cveta koži pola jazyka religii političeskih ili inyh ubeždenij nacionalʹnogo ili socialʹnogo proishoždenija imuŝestvennogo soslovnogo ili inogo položenija  Krome togo ne dolžno provoditʹsja nikakogo različija na osnove političeskogo pravovogo ili meždunarodnogo statusa strany ili territorii k kotoroj čelovek prinadležit nezavisimo ot togo javljaetsja li èta territorija nezavisimoj podopečnoj nesamoupravljajuŝejsja ili kak libo inače ograničennoj v svoem suverenitete  Statʹja
Samoan,E agavaa tagata taitoatasi uma i aia tatau uma faapea saolotoga uma ua faatulagaina mai i totonu o  lenei Tautinoga e aunoa ma le tuueseeseina o so o se itu e pei o ituaiga tagata lanu alii pe tamaitai  gagana tapuaiga talitonuga faaupu fai o malo po o se isi talitonuga tulaga tau tagatanuu po o  mafuaaga tau tupuaga meatotino tulaga na fanau mai ai po o se isi tulaga  E le gata i lea e leai se tuueseesega e tatau ona faia i luga o faavae faaupufai o malo tulaga tau  puleaga po o tulaga faava o malo o le atunuu po o atunuu i lalo o nisi puleaga o lo o aumau ai pe  tutoatasi pe o se atunuu tausi pe e le tutoatasi po o i lalo o so o se isi tapulaa tau puleaga  Mataupu
Scots,Awbody is entitelt til aw the richts and freedoms furthset in this Declaration wi nae  distinction o ony kind sic as race colour gender language religioun political or ither  opinioun national or social origin gear birth or ither status    Mair nae distinction shal be made on the grunds o the political jurisdictional or  international status o the countrie or territour a bodie belangs whuther it be staund  alane trust nane self governing or in ower ony ither haims o soverantie    Airticle
Serbian,Svakom pripadaju sva prava i slobode proglašene u ovoj Deklaraciji bez ikakvih  razlika u pogledu rase boje pola jezika veroispovesti političkog ili drugog  mišljenja nacionalnog ili društvenog porekla imovine rodjenja ili drugih  okolnosti  Dalje neće se praviti nikakva razlika na osnovu političkog pravnog ili  medjunarodnog statusa zemlje ili teritorije kojoj neko lice pripada bilo da je ona  nezavisna pod starateljstvom nesamoupravna ili da joj je suverenost na ma koji  drugi način ograničena  Član
Spanish,Toda persona tiene los derechos y libertades proclamados en esta Declaración  sin distinción alguna de raza color sexo idioma religión opinión política o de  cualquier otra índole origen nacional o social posición económica nacimiento o  cualquier otra condición   Además no se hará distinción alguna fundada en la condición política jurídica o  internacional del país o territorio de cuya jurisdicción dependa una persona  tanto si se trata de un país independiente como de un territorio bajo  administración fiduciaria no autónomo o sometido a cualquier otra limitación de  soberanía   Artículo
Swahili,Kila mtu anastahili kuwa na haki zote na uhuru wote ambao umeelezwa katika  Taarifa hii bila ubaguzi wo wote Yaani bila kubaguana kwa rangi taifa  wanaume kwa wanawake dini siasa fikara asili ya taifa la mtu mali kwa kizazi  au kwa hali nyingine yo yote   Juu ya hayo usifanye ubaguzi kwa kutegemea siasa utawala au kwa kutegemea  uhusiano wa nchi fulani na mataifa mengine au nchi ya asili ya mtu haidhuru  nchi hiyo iwe inayojitawala ya udhamini isiyojitawala au inayotawaliwa na nchi  nyingine kwa hali ya namna yo yote   Kifungu cha
Swedish,Var och en är berättigad till alla de rättigheter och friheter som uttalas i denna förklaring utan åtskillnad av  något slag såsom på grund av ras hudfärg kön språk religion politisk eller annan uppfattning nationellt  eller socialt ursprung egendom börd eller ställning i övrigt Ingen åtskillnad får heller göras på grund av  den politiska rättsliga eller internationella status som råder i det land eller det område som en person tillhör  vare sig detta land eller område är oberoende står under förvaltarskap är icke självstyrande eller är  underkastat någon annan begränsning av sin suveränitet    Artikel
Tagalog,Ang bawat tao y karapat dapat sa lahat ng karapatan at kalayaang nakalahad sa  Pahayag na ito nang walang ano mang uri ng pagtatangi gaya ng lahi kulay  kasarian wika relihiyon kuro kurong pampulitika o iba pa pinagmulang bansa o  lipunan ari arian kapanganakan o iba pang katayuan   Bukod dito walang pagtatanging gagawin batay sa katayuang pampulitika  hurisdiksiyunal o pandaigdig na kalagayan ng bansa o teritoryong kinabibilangan  ng isang tao maging ito ay nagsasarili itinitiwala di nakapamamahala sa sarili o  nasa ilalim ng ano mang katakdaan ng soberanya   Artikulo
Tahitian,E ti'a ta te ta'ata tata'itahi i te fa'ariro 'ei ti'ara'a no na teie mau ti'amanara'a e te mau ti'amāra'a i ha'apararea i roto i teie Fa'ira'a ma te hō'ē mā'itira'a'orehia 'oia na ni'a i te taura ta'ata na ni'a i te rava 'iri i te tānē e te vahine i te reo i te fa'aro'o te mana'o poritita 'aore ra na ni'a i te tahi atu a mau mana'o no roto mai i te va'a'ai'a 'aore ra i te 'avirira'ata'ata ma te ma'iti 'ore ato'a hia 'oia na ni'a i te faufa'a i te papafanaura'a 'aore ra na ni'a i te tahi atu a mau huru ti'ara'a  Teie atu a 'aore 'e mā'itira'a e ravehia na ni'a i te papara'a poritita i te manara'a ture 'aore ra na ni'a i te papara'a i rotopū i te mau va'a'ai'a o te fenua 'aore ra o te hau fenua o te hō'ē ta'ata a'amau noa atu teie 'e fenua 'aore 'e hau fenua mana ta'a'ē 'e fenua fa'aterehia i 'o'oti pito 'ore 'aore ra 'e fenua ti'amāra'a fa'aitihia  'IRAVA
Tongan,Mukuya ambele kunyina kusalaula kweelede kucitwa akaambo katwaambo  twacisi bweendelezi bwa milawo antela bulemekwa cisi nkwazwa muntu cibe  cisi cakalilela kale citaninga kulilela nokuba kuba amweele wakutaindilizya  Muntu oonse ulaangulukide ku zyintu zyoonse zyili mucizuminano kakunyina  kusalaula mbuli kwakusiyana cikanda musyobo buzyale cikombelo makani a  twaambo twacisi antela kwiimpana kwakuyeeya busicisi antela bukkale buvubi  nkokazyalilwa antela kwiimpana kumbi  Kapango
